	A1	A2	A3	A4	B1	B2	B3	B4	C1	C2	C3	C4
ENSSSCG00000043609	0	3	0	1	1	0	0	0	0	4	0	0
ENSSSCG00000043610	0	0	9	0	0	0	0	0	0	2	0	0
ENSSSCG00000043611	0	0	0	26	8	0	7	0	23	5	1	0
ENSSSCG00000043612	0	0	0	0	0	0	6	0	11	6	2	0
ENSSSCG00000043613	42	24	62	43	38	0	1	5	6	22	11	0
ENSSSCG00000043614	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000043615	0	0	0	0	0	0	18	0	0	0	0	0
ENSSSCG00000043616	0	0	0	0	0	0	0	0	6	1	0	0
ENSSSCG00000043617	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000043618	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000043619	0	2	0	0	0	0	19	0	11	7	0	0
ENSSSCG00000043620	5	0	0	0	0	0	0	0	1	5	0	0
ENSSSCG00000043621	13	9	0	0	5	0	26	55	0	6	0	17
ENSSSCG00000043622	8	5	6	4	27	0	0	18	2	1	9	0
ENSSSCG00000043623	6	0	0	0	3	0	0	1	10	8	0	0
ENSSSCG00000043624	2	0	0	0	0	0	5	0	7	0	0	0
ENSSSCG00000043625	7	3	0	22	4	10	0	1	0	3	3	0
ENSSSCG00000043626	0	0	0	0	0	0	2	0	0	0	0	0
ENSSSCG00000043627	0	0	0	0	0	0	0	0	0	1	0	0
ENSSSCG00000043628	0	20	0	0	0	0	28	0	0	3	0	0
ENSSSCG00000043629	0	0	0	0	0	4	0	0	0	0	5	0
ENSSSCG00000043630	0	0	1	0	0	0	0	0	0	0	0	0
ENSSSCG00000043631	0	5	12	0	0	0	47	2	37	13	0	0
ENSSSCG00000043632	0	8	0	0	0	12	0	0	0	4	0	0
ENSSSCG00000043633	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000043634	0	0	0	0	0	0	16	0	10	16	0	0
ENSSSCG00000043635	1	0	0	4	33	9	23	3	39	6	4	7
ENSSSCG00000043636	0	0	0	0	0	0	5	0	0	7	0	0
ENSSSCG00000043637	0	0	0	17	0	0	4	0	3	3	0	0
ENSSSCG00000043638	6	0	1	0	0	0	17	0	0	0	0	0
ENSSSCG00000043639	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000043640	2	0	0	0	0	0	24	0	12	10	0	0
ENSSSCG00000043641	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000043642	0	0	0	1	4	15	0	0	0	3	2	0
ENSSSCG00000043643	0	0	0	1	0	0	6	0	0	20	0	0
ENSSSCG00000043644	0	0	0	0	0	0	0	0	0	1	0	0
ENSSSCG00000043645	10	6	0	2	0	0	2	7	1	0	0	0
ENSSSCG00000043646	12	4	1	5	0	0	10	0	0	16	23	0
ENSSSCG00000043647	5	1	0	0	0	0	3	0	13	0	0	0
ENSSSCG00000043648	0	17	19	0	0	1	12	0	0	9	0	0
ENSSSCG00000043649	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000043650	0	0	0	0	0	0	12	0	4	8	0	0
ENSSSCG00000043651	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000043652	8	0	3	1	0	0	17	11	1	18	3	0
ENSSSCG00000043653	0	0	1	0	0	0	0	0	0	6	0	0
ENSSSCG00000043654	7	0	4	0	0	0	13	0	0	0	0	0
ENSSSCG00000043655	2	5	0	20	4	4	6	5	0	5	9	0
ENSSSCG00000043656	0	3	0	0	5	0	0	0	0	11	12	0
ENSSSCG00000043657	2	0	0	0	0	0	8	0	0	0	0	0
ENSSSCG00000043658	0	3	1	2	0	0	4	0	0	13	0	1
ENSSSCG00000043659	7	8	0	0	0	0	0	0	4	0	0	0
ENSSSCG00000043660	1	0	0	0	10	1	0	0	0	2	0	0
ENSSSCG00000043661	0	0	0	0	0	0	0	0	0	2	0	0
ENSSSCG00000043662	0	0	0	0	0	0	8	0	0	2	0	0
ENSSSCG00000043663	0	2	0	0	0	0	0	14	12	8	0	0
ENSSSCG00000043664	0	0	0	0	0	0	5	0	0	2	0	0
ENSSSCG00000043665	5	0	0	0	9	0	0	2	11	24	7	0
ENSSSCG00000043666	53	44	38	37	133	25	20	0	22	11	25	9
ENSSSCG00000043667	0	0	0	0	0	0	0	8	0	0	0	0
ENSSSCG00000043668	30	0	7	0	11	0	10	0	3	3	11	0
ENSSSCG00000043669	0	0	0	0	15	0	0	0	4	14	0	0
ENSSSCG00000043670	5	0	0	2	0	0	9	0	0	20	4	0
ENSSSCG00000043671	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000043672	91	20	35	22	176	44	76	72	236	137	836	655
ENSSSCG00000043673	1	0	0	0	0	0	3	1	1	2	1	0
ENSSSCG00000043674	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000043675	0	3	0	0	0	26	0	0	0	4	0	0
ENSSSCG00000043676	0	0	0	0	0	0	0	0	13	0	0	0
ENSSSCG00000043677	1	0	1	3	0	0	5	8	1	6	1	0
ENSSSCG00000043678	3	0	0	0	6	0	0	0	4	0	0	0
ENSSSCG00000043679	0	0	0	0	0	0	4	17	0	1	0	0
ENSSSCG00000043680	5	3	0	0	0	0	8	0	0	21	0	0
ENSSSCG00000043681	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000043682	5	13	0	0	0	0	39	0	0	3	0	0
ENSSSCG00000043683	0	0	0	0	0	0	0	0	0	3	0	0
ENSSSCG00000043684	21	88	0	0	5	0	7	0	0	8	19	0
ENSSSCG00000043685	0	0	0	0	0	0	15	4	23	0	0	0
ENSSSCG00000043686	0	0	0	0	0	0	0	0	0	1	0	0
ENSSSCG00000043687	5	0	0	35	0	1	0	0	0	0	5	0
ENSSSCG00000043688	0	0	0	0	0	0	2	0	1	2	0	0
ENSSSCG00000043689	0	0	0	0	0	0	0	0	0	6	0	0
ENSSSCG00000043690	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000043691	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000043692	18	7	0	23	46	4	5	6	1	20	8	13
ENSSSCG00000043693	0	0	0	0	0	0	0	0	2	3	0	0
ENSSSCG00000043694	96	37	3	122	121	73	120	30	25	31	134	87
ENSSSCG00000043695	0	1	0	6	0	0	0	0	0	10	0	0
ENSSSCG00000043696	0	0	3	0	0	0	2	0	3	0	28	0
ENSSSCG00000043697	16	0	0	0	9	35	10	0	0	4	0	14
ENSSSCG00000043698	0	0	0	0	0	0	7	0	0	0	0	0
ENSSSCG00000043699	0	1	0	0	0	0	0	0	4	4	10	0
ENSSSCG00000043700	42	8	0	3	33	3	47	22	12	17	13	1
ENSSSCG00000043701	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000043702	0	0	0	0	0	0	11	0	0	8	0	0
ENSSSCG00000043703	0	0	0	0	0	0	1	0	3	3	0	0
ENSSSCG00000043704	5	0	0	5	0	0	7	0	4	7	0	0
ENSSSCG00000043705	7	3	0	0	0	0	3	0	0	4	0	0
ENSSSCG00000043706	0	0	0	0	0	0	1	0	2	0	0	0
ENSSSCG00000043707	0	0	0	0	0	0	0	0	0	0	1	0
ENSSSCG00000043708	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000043709	0	0	0	0	0	0	9	0	5	12	0	4
ENSSSCG00000043710	0	0	0	0	0	0	4	6	0	0	0	0
ENSSSCG00000043711	0	0	0	0	0	0	0	0	2	0	0	0
ENSSSCG00000043712	0	0	0	0	0	0	0	0	6	5	0	0
ENSSSCG00000043713	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000043714	0	18	0	0	0	0	4	0	0	6	0	0
ENSSSCG00000043715	0	0	0	9	0	0	0	0	0	0	0	0
ENSSSCG00000043716	3	12	5	0	23	0	10	23	0	9	5	0
ENSSSCG00000043717	1	0	0	0	0	0	0	0	4	2	0	0
ENSSSCG00000043718	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000043719	7	0	0	0	4	5	1	0	4	2	0	0
ENSSSCG00000043720	0	9	0	0	0	0	6	0	0	4	0	0
ENSSSCG00000043721	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000043722	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000043723	25	10	1	14	29	0	27	6	9	27	45	0
ENSSSCG00000043724	1	0	0	0	0	0	1	0	0	0	0	0
ENSSSCG00000043725	0	0	0	0	0	0	1	0	0	0	0	0
ENSSSCG00000043726	4	0	37	0	0	0	12	1	0	7	0	0
ENSSSCG00000043727	0	0	0	0	0	0	0	0	0	10	0	0
ENSSSCG00000043728	0	3	0	0	0	0	5	3	0	0	0	0
ENSSSCG00000043729	2	0	0	5	0	0	8	0	0	8	0	0
ENSSSCG00000043730	10	20	0	0	1	0	22	0	1	6	0	1
ENSSSCG00000043731	7	6	7	6	0	0	4	0	0	30	0	0
ENSSSCG00000043732	1	1	3	1	0	0	0	0	0	0	0	0
ENSSSCG00000043733	0	0	0	0	0	0	0	0	1	3	0	0
ENSSSCG00000043734	0	4	0	0	0	0	0	0	0	2	0	0
ENSSSCG00000043735	0	0	1	0	1	0	0	0	0	1	0	0
ENSSSCG00000043736	0	0	0	0	0	0	7	0	0	1	0	0
ENSSSCG00000043737	0	12	0	7	0	0	0	0	1	0	0	0
ENSSSCG00000043738	0	0	0	0	0	0	3	0	3	7	0	0
ENSSSCG00000043739	15	0	0	0	0	0	0	10	0	6	0	0
ENSSSCG00000043740	2	11	18	0	10	11	3	0	1	13	10	0
ENSSSCG00000043741	0	0	0	0	1	0	0	0	1	11	0	0
ENSSSCG00000043742	9	19	30	28	12	0	4	0	0	22	12	5
ENSSSCG00000043743	0	4	0	0	0	0	0	0	0	2	0	0
ENSSSCG00000043744	0	0	0	1	0	0	5	3	3	17	9	0
ENSSSCG00000043745	19	9	21	23	8	4	5	8	17	28	4	0
ENSSSCG00000043746	0	4	6	0	0	0	3	0	0	3	0	0
ENSSSCG00000043747	2	0	0	0	4	0	0	15	0	0	0	0
ENSSSCG00000043748	0	0	0	0	0	0	0	0	7	0	0	0
ENSSSCG00000043749	22	0	0	8	0	0	3	0	0	0	0	0
ENSSSCG00000043750	0	0	3	7	0	0	23	0	24	16	12	0
ENSSSCG00000043751	0	0	27	0	0	0	0	0	0	7	0	0
ENSSSCG00000043752	0	0	0	0	2	0	0	0	7	3	0	0
ENSSSCG00000043753	0	0	0	0	0	7	13	0	0	4	2	0
ENSSSCG00000043754	0	5	0	0	0	0	22	7	8	0	0	0
ENSSSCG00000043755	2	27	21	9	18	17	10	0	0	1	6	0
ENSSSCG00000043756	0	8	9	0	0	0	0	0	12	3	0	0
ENSSSCG00000043757	0	0	0	0	0	0	0	0	0	4	0	0
ENSSSCG00000043758	0	3	0	0	0	0	0	0	3	5	0	0
ENSSSCG00000043759	0	0	0	0	0	0	14	0	16	9	3	0
ENSSSCG00000043760	0	0	0	0	0	0	1	0	11	0	0	0
ENSSSCG00000043761	1110	1608	693	1150	1801	1059	447	1396	3035	1040	1014	1416
ENSSSCG00000043762	0	2	0	0	0	0	1	0	0	6	0	0
ENSSSCG00000043763	7	7	0	4	13	0	3	0	0	2	1	0
ENSSSCG00000043764	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000043765	0	0	0	0	0	0	0	0	0	6	0	0
ENSSSCG00000043766	0	16	0	0	0	15	11	0	6	15	4	9
ENSSSCG00000043767	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000043768	0	0	0	0	0	0	0	0	0	3	0	0
ENSSSCG00000043769	0	0	0	0	2	0	0	0	0	2	0	0
ENSSSCG00000043770	57	14	0	66	40	0	2	58	2	9	21	0
ENSSSCG00000043771	19	0	0	1	16	3	0	0	0	18	3	2
ENSSSCG00000043772	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000043773	0	0	0	1	0	0	0	0	0	0	4	0
ENSSSCG00000043774	0	0	0	0	0	0	11	0	0	13	0	0
ENSSSCG00000043775	0	14	0	0	0	0	5	0	1	1	0	0
ENSSSCG00000043776	0	0	0	0	0	0	0	0	6	13	4	0
ENSSSCG00000043777	0	0	0	0	0	0	1	0	0	5	0	0
ENSSSCG00000043778	29	51	58	43	30	30	26	26	27	12	22	11
ENSSSCG00000043779	0	5	0	0	0	0	4	0	0	0	0	0
ENSSSCG00000043780	27	0	0	3	0	0	7	0	11	10	0	0
ENSSSCG00000043781	143	134	61	314	380	104	104	288	189	67	552	272
ENSSSCG00000043782	18	2	34	0	0	21	0	0	0	3	0	0
ENSSSCG00000043783	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000043784	2	0	16	0	0	0	7	5	0	4	0	0
ENSSSCG00000043785	0	14	71	1	0	0	12	12	22	54	0	0
ENSSSCG00000043786	0	0	0	0	0	0	13	0	8	8	15	0
ENSSSCG00000043787	0	0	0	0	0	4	1	0	1	6	0	0
ENSSSCG00000043788	0	2	0	0	0	0	13	0	0	6	0	0
ENSSSCG00000043789	13	0	0	0	0	0	0	0	0	9	0	0
ENSSSCG00000043790	0	0	0	0	0	0	1	0	0	0	0	0
ENSSSCG00000043791	5	18	33	12	8	0	7	0	0	1	0	0
ENSSSCG00000043792	0	1	5	0	0	5	12	0	0	2	0	0
ENSSSCG00000043793	14	0	3	0	0	0	45	0	0	2	0	0
ENSSSCG00000043794	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000043795	0	0	1	0	0	0	2	0	0	6	0	0
ENSSSCG00000043796	0	8	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000043797	7	0	0	0	0	0	23	0	0	1	0	0
ENSSSCG00000043798	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000043799	16	7	17	0	0	0	40	1	17	12	0	0
ENSSSCG00000043800	0	0	0	0	0	0	9	0	1	3	0	0
ENSSSCG00000043801	4	5	0	24	0	0	0	20	6	8	7	0
ENSSSCG00000043802	0	0	0	0	0	0	7	0	0	1	0	0
ENSSSCG00000043803	0	0	0	0	0	0	0	0	0	5	0	0
ENSSSCG00000043804	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000043805	22	0	0	35	5	0	8	0	4	2	2	0
ENSSSCG00000043806	0	1	0	0	0	0	2	0	20	1	1	0
ENSSSCG00000043807	0	0	0	0	0	0	0	0	3	0	13	0
ENSSSCG00000043808	0	0	0	0	0	0	0	0	0	0	1	0
ENSSSCG00000043809	2	2	0	2	0	0	1	0	7	11	0	0
ENSSSCG00000043810	0	0	0	0	0	0	9	0	0	2	0	0
ENSSSCG00000043811	1	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000043812	0	0	0	0	0	0	0	0	0	8	0	0
ENSSSCG00000043813	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000043814	0	5	2	0	19	3	6	1	0	0	0	0
ENSSSCG00000043815	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000043816	0	0	0	0	0	0	0	0	0	3	0	0
ENSSSCG00000043817	155	89	15	132	76	143	57	97	5	28	59	55
ENSSSCG00000043818	0	0	0	0	0	0	2	0	0	0	0	0
ENSSSCG00000043819	0	1	0	0	0	0	1	0	18	9	0	0
ENSSSCG00000043820	0	0	0	0	0	0	6	0	0	13	12	0
ENSSSCG00000043821	6	0	0	0	0	0	0	16	0	20	0	0
ENSSSCG00000043822	0	0	0	0	0	0	0	0	0	1	0	0
ENSSSCG00000043823	0	1	12	0	0	0	4	0	0	5	0	0
ENSSSCG00000043824	0	0	0	0	0	0	0	0	0	7	0	0
ENSSSCG00000043825	0	40	0	0	0	0	13	0	0	1	0	0
ENSSSCG00000043826	9	0	0	0	0	0	0	0	0	7	0	0
ENSSSCG00000043827	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000043828	0	0	0	0	0	0	0	0	0	1	0	0
ENSSSCG00000043829	0	54	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000043830	0	0	0	0	0	0	5	0	0	0	0	0
ENSSSCG00000043831	10	0	0	9	0	0	0	0	0	2	46	33
ENSSSCG00000043832	0	0	0	0	0	0	0	0	0	1	0	0
ENSSSCG00000043833	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000043834	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000043835	0	0	0	0	24	0	1	0	8	8	0	0
ENSSSCG00000043836	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000043837	8	1	0	12	0	0	0	0	0	0	0	0
ENSSSCG00000043838	0	0	0	3	5	0	0	8	0	2	0	0
ENSSSCG00000043839	8	0	0	0	23	0	1	0	1	1	8	9
ENSSSCG00000043840	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000043841	0	0	0	0	0	0	0	0	0	3	0	0
ENSSSCG00000043842	0	14	33	0	0	0	11	0	0	3	7	0
ENSSSCG00000043843	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000043844	0	0	12	0	0	7	15	0	0	2	0	0
ENSSSCG00000043845	0	8	2	0	0	0	0	0	0	0	0	0
ENSSSCG00000043846	0	0	0	0	0	0	8	0	0	4	0	0
ENSSSCG00000043847	0	0	0	0	0	0	2	0	0	0	0	0
ENSSSCG00000043848	0	0	0	0	0	0	0	0	0	1	0	0
ENSSSCG00000043849	0	5	0	0	0	0	15	0	1	3	18	22
ENSSSCG00000043850	0	0	0	0	0	0	0	0	0	6	0	0
ENSSSCG00000043851	0	0	0	4	0	0	22	0	0	9	0	0
ENSSSCG00000043852	2	16	21	11	3	3	0	0	0	0	0	34
ENSSSCG00000043853	0	3	0	0	1	0	0	0	0	0	1	0
ENSSSCG00000043854	2	0	3	0	0	0	1	0	0	1	0	0
ENSSSCG00000043855	0	15	0	0	0	0	2	27	5	4	11	0
ENSSSCG00000043856	4	0	4	0	0	3	20	0	0	7	14	0
ENSSSCG00000043857	0	26	0	3	0	0	18	0	0	9	16	0
ENSSSCG00000043858	0	0	0	0	0	0	0	0	0	6	0	0
ENSSSCG00000043859	0	0	0	0	0	0	15	0	3	5	0	0
ENSSSCG00000043860	0	0	0	0	0	0	8	0	0	0	0	0
ENSSSCG00000043861	12	4	0	0	0	0	25	0	0	5	0	0
ENSSSCG00000043862	0	0	0	15	0	0	2	0	3	11	6	0
ENSSSCG00000043863	4	0	0	0	0	0	45	0	0	6	0	0
ENSSSCG00000043864	0	9	0	60	0	0	8	30	22	1	9	0
ENSSSCG00000043865	0	0	0	0	0	0	6	11	0	0	0	0
ENSSSCG00000043866	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000043867	23	58	130	51	102	2	27	33	9	25	38	16
ENSSSCG00000043868	0	0	0	0	0	0	0	0	23	1	0	0
ENSSSCG00000043869	10	5	0	0	6	17	2	7	0	0	1	0
ENSSSCG00000043870	4	10	1	13	2	0	0	2	0	0	0	0
ENSSSCG00000043871	6	21	0	0	26	0	10	76	0	0	17	0
ENSSSCG00000043872	0	0	2	0	0	0	0	0	0	8	0	0
ENSSSCG00000043873	0	10	0	0	0	0	20	19	0	21	0	0
ENSSSCG00000043874	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000043875	0	6	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000043876	9	0	34	4	1	0	2	1	0	2	0	0
ENSSSCG00000043877	0	0	0	0	0	0	0	0	0	1	0	0
ENSSSCG00000043878	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000043879	0	0	0	0	0	0	6	0	0	1	0	0
ENSSSCG00000043880	2	0	0	0	3	5	0	1	4	8	17	0
ENSSSCG00000043881	0	0	0	0	0	0	0	0	0	6	0	0
ENSSSCG00000043882	0	0	0	0	0	0	0	0	6	1	0	0
ENSSSCG00000043883	0	1	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000043884	2	0	0	0	15	0	0	0	0	6	6	0
ENSSSCG00000043885	0	0	0	0	0	0	0	0	0	2	0	0
ENSSSCG00000043886	0	0	0	0	0	0	0	0	7	3	0	0
ENSSSCG00000043887	5	1	38	0	15	0	12	2	0	7	7	0
ENSSSCG00000043888	17	5	4	19	37	29	6	23	9	4	0	5
ENSSSCG00000043889	2	0	0	0	0	0	2	0	5	6	0	0
ENSSSCG00000043890	472	2081	720	1077	7	712	1018	492	385	1397	160	34
ENSSSCG00000043891	0	4	0	0	0	0	5	0	0	3	0	0
ENSSSCG00000043892	1	0	0	0	0	0	0	0	2	9	0	0
ENSSSCG00000043893	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000043894	0	0	0	0	0	0	13	6	0	2	20	0
ENSSSCG00000043895	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000043896	0	0	0	8	0	0	1	0	0	1	0	0
ENSSSCG00000043897	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000043898	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000043899	0	0	1	0	0	0	0	0	1	2	0	0
ENSSSCG00000043900	24	13	0	0	63	9	6	0	4	15	4	0
ENSSSCG00000043901	0	0	14	0	0	0	1	0	2	2	0	0
ENSSSCG00000043902	0	0	0	0	0	0	35	0	6	0	0	0
ENSSSCG00000043903	8	0	10	0	0	0	1	0	0	0	7	0
ENSSSCG00000043904	0	0	0	0	0	0	0	0	0	7	0	0
ENSSSCG00000043905	0	24	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000043906	2	1	0	0	0	0	8	0	1	3	12	0
ENSSSCG00000043907	0	22	1	19	0	0	16	16	33	48	0	8
ENSSSCG00000043908	0	0	0	0	0	0	0	0	0	6	0	0
ENSSSCG00000043909	6	8	56	0	0	0	27	0	0	10	0	0
ENSSSCG00000043910	0	0	0	0	0	0	0	0	0	1	2	0
ENSSSCG00000043911	0	0	0	1	0	0	1	1	0	0	0	0
ENSSSCG00000043912	4	1	0	21	1	0	17	0	7	5	0	0
ENSSSCG00000043913	0	0	0	0	0	0	0	0	7	3	4	0
ENSSSCG00000043914	0	0	0	0	0	0	0	0	0	4	0	0
ENSSSCG00000043915	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000043916	0	0	0	0	0	0	7	5	8	4	0	0
ENSSSCG00000043917	3	1	4	10	0	21	8	0	20	12	0	0
ENSSSCG00000043918	12	21	15	50	0	13	19	56	25	35	1	0
ENSSSCG00000043919	9	0	57	0	3	0	5	16	0	1	1	0
ENSSSCG00000043920	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000043921	0	2	1	12	0	0	0	0	2	1	0	0
ENSSSCG00000043922	0	1	0	24	6	0	14	5	3	7	1	0
ENSSSCG00000043923	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000043924	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000043925	0	0	0	0	0	0	3	2	0	2	0	0
ENSSSCG00000043926	0	9	0	0	0	0	10	0	0	18	0	0
ENSSSCG00000043927	2	0	0	0	9	0	0	0	0	0	0	0
ENSSSCG00000043928	27	0	0	3	10	2	0	12	1	27	6	29
ENSSSCG00000043929	0	0	0	4	0	0	0	0	1	7	0	0
ENSSSCG00000043930	9	9	0	29	28	1	4	46	0	4	32	77
ENSSSCG00000043931	61	18	61	25	39	27	22	122	31	21	39	12
ENSSSCG00000043932	0	0	0	0	0	0	0	0	0	1	0	0
ENSSSCG00000043933	0	10	0	28	0	0	20	0	1	3	0	0
ENSSSCG00000043934	4	0	0	0	0	0	0	0	0	7	1	2
ENSSSCG00000043935	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000043936	0	0	0	0	0	0	0	0	1	0	0	0
ENSSSCG00000043937	0	0	9	0	0	0	37	0	1	0	0	0
ENSSSCG00000043938	0	0	0	3	0	0	0	0	47	8	0	0
ENSSSCG00000043939	0	7	12	0	0	0	0	8	0	10	0	0
ENSSSCG00000043940	14	11	0	25	11	28	21	70	0	48	8	29
ENSSSCG00000043941	9	1	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000043942	0	0	0	0	0	0	7	0	0	0	0	0
ENSSSCG00000043943	0	0	0	0	0	0	0	0	0	4	0	0
ENSSSCG00000043944	2	0	0	0	0	0	3	0	1	2	0	0
ENSSSCG00000043945	0	0	0	0	0	0	4	0	0	2	0	0
ENSSSCG00000043946	0	1	5	0	0	0	13	0	1	0	0	0
ENSSSCG00000043947	0	0	0	0	0	25	2	0	0	3	0	0
ENSSSCG00000043948	2	0	0	0	0	0	4	14	0	7	0	0
ENSSSCG00000043949	0	0	0	0	2	0	1	0	0	0	1	0
ENSSSCG00000043950	7	16	0	0	0	5	55	0	4	10	12	0
ENSSSCG00000043951	21	16	10	2	0	0	29	3	0	5	2	0
ENSSSCG00000043952	0	2	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000043953	0	0	0	0	0	0	4	0	0	0	0	0
ENSSSCG00000043954	9	24	0	19	0	0	38	41	0	26	0	0
ENSSSCG00000043955	0	0	0	0	0	0	0	0	0	11	0	0
ENSSSCG00000043956	3	6	0	2	16	0	10	6	9	13	2	0
ENSSSCG00000043957	0	0	0	0	0	0	0	0	0	2	0	8
ENSSSCG00000043958	0	0	0	0	0	0	0	0	4	3	0	0
ENSSSCG00000043959	0	0	0	0	0	0	2	0	0	0	0	0
ENSSSCG00000043960	0	0	0	0	0	0	0	0	0	4	0	0
ENSSSCG00000043961	15	2	0	0	2	0	0	0	1	6	0	0
ENSSSCG00000043962	0	4	0	0	0	0	10	0	0	15	10	0
ENSSSCG00000043963	1	0	0	0	0	0	5	0	9	7	0	0
ENSSSCG00000043964	0	0	0	0	0	0	2	0	0	5	0	0
ENSSSCG00000043965	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000043966	34	20	89	25	1	5	0	10	3	7	4	0
ENSSSCG00000043967	0	0	0	0	1	0	0	0	1	10	0	0
ENSSSCG00000043968	14	10	10	5	11	18	9	3	0	2	16	0
ENSSSCG00000043969	3	9	6	18	42	0	1	2	0	2	16	14
ENSSSCG00000043970	0	0	0	7	0	0	6	0	3	8	0	0
ENSSSCG00000043971	0	0	0	0	0	0	0	0	0	4	0	0
ENSSSCG00000043972	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000043973	0	0	0	0	0	0	10	0	5	0	0	0
ENSSSCG00000043974	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000043975	0	1	0	1	0	0	0	0	18	4	0	0
ENSSSCG00000043976	0	20	0	0	0	9	0	0	0	8	8	0
ENSSSCG00000043977	0	0	0	0	0	0	7	0	6	19	0	0
ENSSSCG00000043978	0	0	0	0	0	0	0	0	0	6	0	0
ENSSSCG00000043979	0	0	0	0	0	0	6	0	0	3	0	0
ENSSSCG00000043980	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000043981	0	0	0	0	0	0	0	0	0	3	0	0
ENSSSCG00000043982	3	4	0	0	0	0	0	0	1	12	0	0
ENSSSCG00000043983	1	9	0	0	0	0	0	0	1	21	14	0
ENSSSCG00000043984	0	0	0	22	0	0	1	6	2	9	0	0
ENSSSCG00000043985	1	0	0	7	0	0	0	0	23	0	0	0
ENSSSCG00000043986	1	0	0	2	0	0	0	0	0	0	0	0
ENSSSCG00000043987	4	0	0	0	0	0	0	0	4	3	0	0
ENSSSCG00000043988	0	0	6	18	0	0	0	22	0	0	0	0
ENSSSCG00000043989	0	1	0	0	0	0	22	18	1	5	0	0
ENSSSCG00000043990	0	0	0	0	0	0	1	0	23	1	0	0
ENSSSCG00000043991	4	1	11	0	0	0	14	0	1	0	0	0
ENSSSCG00000043992	0	5	0	0	0	6	0	0	12	0	12	1
ENSSSCG00000043993	3	0	3	0	0	0	1	0	0	12	11	0
ENSSSCG00000043994	0	1	0	0	0	3	0	0	0	3	4	0
ENSSSCG00000043995	0	0	0	0	7	0	10	1	0	0	0	0
