	A1	A2	A3	A4	B1	B2	B3	B4	C1	C2	C3	C4
ENSSSCG00000043222	1	3	0	3	0	0	25	0	4	10	0	0
ENSSSCG00000043223	0	0	0	0	0	0	0	0	0	4	0	0
ENSSSCG00000043224	0	0	1	0	0	0	0	0	19	0	2	0
ENSSSCG00000043225	1	21	0	4	0	2	5	3	0	13	0	0
ENSSSCG00000043226	1	5	3	0	0	0	23	0	0	6	0	0
ENSSSCG00000043227	0	0	0	0	0	0	0	0	4	5	8	0
ENSSSCG00000043228	22	16	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000043229	0	0	0	0	0	0	0	0	0	8	0	0
ENSSSCG00000043230	0	0	0	0	0	0	0	4	0	0	0	0
ENSSSCG00000043231	0	0	0	0	0	0	0	0	1	5	0	0
ENSSSCG00000043232	0	0	0	0	0	1	0	0	0	2	9	0
ENSSSCG00000043233	0	0	0	0	0	29	0	14	0	13	0	0
ENSSSCG00000043234	0	4	2	0	0	0	3	0	2	11	0	0
ENSSSCG00000043235	0	0	0	0	0	0	1	0	0	1	0	0
ENSSSCG00000043236	0	0	0	0	0	0	0	0	3	2	0	0
ENSSSCG00000043237	0	0	0	0	0	0	0	0	0	11	0	0
ENSSSCG00000043238	10	0	0	0	11	0	0	0	0	4	14	0
ENSSSCG00000043239	0	1	0	0	0	0	0	0	23	9	1	0
ENSSSCG00000043240	0	0	0	0	0	0	0	0	4	0	0	0
ENSSSCG00000043241	0	0	0	0	0	0	0	19	0	4	0	0
ENSSSCG00000043242	0	0	0	0	0	0	11	0	0	0	0	0
ENSSSCG00000043243	0	0	0	0	0	0	12	0	3	11	0	0
ENSSSCG00000043244	7	0	0	0	0	1	13	0	0	0	0	0
ENSSSCG00000043245	0	33	32	0	0	0	14	9	0	2	1	0
ENSSSCG00000043246	0	0	0	0	0	0	0	0	4	8	0	0
ENSSSCG00000043247	0	0	0	0	0	0	5	0	6	0	0	0
ENSSSCG00000043248	0	0	0	5	6	24	7	3	0	2	0	0
ENSSSCG00000043249	2	0	0	0	0	0	0	0	0	6	0	0
ENSSSCG00000043250	0	0	0	0	0	0	9	0	0	7	0	0
ENSSSCG00000043251	2	11	0	0	21	0	14	3	6	18	3	10
ENSSSCG00000043252	0	0	0	0	0	0	1	0	18	0	0	0
ENSSSCG00000043253	0	0	0	0	0	0	2	0	0	0	0	0
ENSSSCG00000043254	0	0	0	0	0	0	0	0	0	2	0	0
ENSSSCG00000043255	0	1	0	0	0	0	0	0	0	5	0	0
ENSSSCG00000043256	16	0	0	0	0	0	8	0	0	6	0	0
ENSSSCG00000043257	0	0	0	0	0	0	0	0	0	3	0	0
ENSSSCG00000043258	0	0	0	0	0	0	0	0	0	2	0	0
ENSSSCG00000043259	4	28	0	0	5	0	1	0	0	5	9	0
ENSSSCG00000043260	0	0	0	0	0	0	23	42	0	1	0	0
ENSSSCG00000043261	0	0	0	0	0	0	1	0	0	0	0	0
ENSSSCG00000043262	5	11	0	0	0	0	30	0	0	0	0	1
ENSSSCG00000043263	0	0	0	0	0	0	0	0	16	10	3	0
ENSSSCG00000043264	0	1	0	0	0	37	0	0	0	16	0	0
ENSSSCG00000043265	0	0	0	0	0	0	1	0	3	16	0	0
ENSSSCG00000043266	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000043267	0	0	0	0	0	0	4	0	0	2	0	0
ENSSSCG00000043268	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000043269	0	2	0	0	0	0	2	0	0	2	0	0
ENSSSCG00000043270	0	0	0	0	0	0	0	0	3	2	0	0
ENSSSCG00000043271	4	20	0	0	0	0	0	0	1	7	0	0
ENSSSCG00000043272	0	6	0	0	0	0	0	0	8	0	0	0
ENSSSCG00000043273	0	1	0	0	0	0	0	0	0	10	0	0
ENSSSCG00000043274	0	0	0	0	0	0	0	0	3	6	0	0
ENSSSCG00000043275	0	0	0	0	0	0	0	0	0	0	2	0
ENSSSCG00000043276	26	0	0	0	3	0	4	26	1	5	11	0
ENSSSCG00000043277	0	0	24	0	0	0	9	0	0	11	2	0
ENSSSCG00000043278	0	0	0	0	0	0	0	0	0	1	0	0
ENSSSCG00000043279	0	0	0	0	0	0	2	0	0	0	0	0
ENSSSCG00000043280	0	0	0	12	0	0	10	0	42	74	339	358
ENSSSCG00000043281	0	0	0	0	0	0	0	0	0	2	0	0
ENSSSCG00000043282	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000043283	0	0	8	0	0	0	5	0	5	0	0	0
ENSSSCG00000043284	72	62	31	10	68	33	35	29	26	40	32	99
ENSSSCG00000043285	0	0	0	0	0	0	4	0	0	0	22	0
ENSSSCG00000043286	0	3	0	0	0	0	0	0	0	5	0	0
ENSSSCG00000043287	3	0	0	0	17	1	8	12	0	1	24	0
ENSSSCG00000043288	8	0	0	46	23	0	20	0	0	6	12	0
ENSSSCG00000043289	37	0	0	0	0	1	2	0	0	18	0	0
ENSSSCG00000043290	0	0	0	0	0	0	0	0	0	4	0	0
ENSSSCG00000043291	15	16	0	57	0	0	1	0	4	1	0	0
ENSSSCG00000043292	0	0	0	0	0	0	3	0	2	0	0	0
ENSSSCG00000043293	0	0	0	0	0	0	0	0	0	2	0	0
ENSSSCG00000043294	0	0	0	0	0	0	0	0	11	1	0	0
ENSSSCG00000043295	1	0	0	0	0	0	15	0	1	6	0	0
ENSSSCG00000043296	0	11	0	15	4	46	3	5	2	5	4	104
ENSSSCG00000043297	0	7	0	0	0	0	8	0	0	4	0	0
ENSSSCG00000043298	0	0	0	0	0	0	0	0	0	0	3	0
ENSSSCG00000043299	0	0	1	0	0	0	1	0	0	0	0	0
ENSSSCG00000043300	24	20	2	2	17	85	9	0	12	18	22	78
ENSSSCG00000043301	5	0	0	0	1	0	18	1	0	4	0	0
ENSSSCG00000043302	0	0	0	0	0	0	9	0	0	0	0	0
ENSSSCG00000043303	1	2	52	2	0	0	0	0	12	6	0	0
ENSSSCG00000043304	0	0	0	1	0	0	5	0	0	11	0	0
ENSSSCG00000043305	0	0	0	0	0	0	4	0	13	0	0	0
ENSSSCG00000043306	0	5	0	0	0	0	2	0	12	0	0	0
ENSSSCG00000043307	0	6	0	1	3	0	27	0	18	11	0	0
ENSSSCG00000043308	0	0	0	0	0	0	0	0	0	4	0	0
ENSSSCG00000043309	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000043310	0	0	0	0	0	0	0	0	0	6	0	0
ENSSSCG00000043311	0	1	0	0	0	0	21	0	0	2	0	0
ENSSSCG00000043312	0	0	0	0	0	0	3	0	0	0	0	1
ENSSSCG00000043313	0	2	0	0	0	0	5	0	0	5	0	0
ENSSSCG00000043314	1	0	0	53	0	0	7	0	21	15	7	0
ENSSSCG00000043315	0	0	0	0	0	0	0	0	0	2	0	0
ENSSSCG00000043316	1	0	1	0	1	0	3	0	0	11	0	0
ENSSSCG00000043317	0	8	0	0	3	3	12	0	0	17	3	0
ENSSSCG00000043318	0	0	0	1	0	0	1	0	0	25	0	0
ENSSSCG00000043319	0	13	2	6	2	0	0	0	0	1	0	0
ENSSSCG00000043320	0	14	0	0	1	0	9	0	5	22	0	0
ENSSSCG00000043321	0	0	0	0	0	0	0	0	0	9	0	0
ENSSSCG00000043322	0	0	0	0	0	0	2	0	0	1	1	0
ENSSSCG00000043323	0	2	0	0	0	0	13	0	6	11	0	0
ENSSSCG00000043324	2	9	0	0	0	0	19	0	0	0	0	0
ENSSSCG00000043325	1	0	0	0	0	0	5	0	0	0	1	0
ENSSSCG00000043326	0	0	0	0	0	0	0	0	0	0	7	0
ENSSSCG00000043327	0	0	8	0	0	0	39	8	7	14	1	0
ENSSSCG00000043328	2	3	29	36	2	3	35	19	16	13	18	13
ENSSSCG00000043329	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000043330	6	0	0	0	0	0	0	0	0	8	2	4
ENSSSCG00000043331	0	0	0	0	0	0	0	0	0	12	0	0
ENSSSCG00000043332	0	0	0	0	0	0	1	0	0	1	0	0
ENSSSCG00000043333	0	6	0	0	0	0	8	0	0	0	1	0
ENSSSCG00000043334	0	0	0	0	0	0	2	1	0	0	0	0
ENSSSCG00000043335	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000043336	1	0	0	0	0	0	0	0	0	2	0	0
ENSSSCG00000043337	0	2	0	0	0	0	7	0	0	2	0	0
ENSSSCG00000043338	0	0	0	0	0	0	7	1	0	4	0	0
ENSSSCG00000043339	3	7	0	0	2	0	0	0	0	1	0	0
ENSSSCG00000043340	0	0	1	0	4	0	0	0	0	2	0	0
ENSSSCG00000043341	0	0	0	0	0	0	15	0	0	0	0	0
ENSSSCG00000043342	7	11	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000043343	0	2	0	3	0	0	0	0	0	0	7	0
ENSSSCG00000043344	0	3	0	0	0	0	0	0	0	9	0	0
ENSSSCG00000043345	0	4	0	0	0	0	4	0	13	10	17	0
ENSSSCG00000043346	0	0	0	0	0	0	0	0	19	0	0	0
ENSSSCG00000043347	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000043348	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000043349	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000043350	0	0	0	0	0	0	0	4	0	4	0	0
ENSSSCG00000043351	1	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000043352	0	0	0	0	0	0	0	0	1	2	0	0
ENSSSCG00000043353	0	28	0	6	0	0	0	0	1	15	6	0
ENSSSCG00000043354	9	0	0	0	0	13	16	0	0	5	0	0
ENSSSCG00000043355	0	0	0	0	0	0	0	0	0	9	0	0
ENSSSCG00000043356	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000043357	0	1	0	0	0	0	12	0	3	12	0	0
ENSSSCG00000043358	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000043359	0	16	0	0	0	0	0	0	3	1	0	0
ENSSSCG00000043360	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000043361	0	0	0	0	0	0	10	0	0	0	0	0
ENSSSCG00000043362	0	4	0	0	0	0	0	0	3	4	0	0
ENSSSCG00000043363	0	21	11	0	0	1	0	0	7	0	3	0
ENSSSCG00000043364	0	0	46	0	0	0	11	0	1	8	1	0
ENSSSCG00000043365	0	0	0	22	0	0	2	0	18	16	0	0
ENSSSCG00000043366	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000043367	5	38	0	0	0	2	9	0	0	3	2	0
ENSSSCG00000043368	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000043369	0	0	22	0	0	0	5	0	0	0	0	0
ENSSSCG00000043370	0	3	0	0	0	0	8	10	0	13	10	0
ENSSSCG00000043371	0	0	0	0	0	0	3	0	0	12	0	0
ENSSSCG00000043372	0	0	0	13	0	0	16	0	0	4	0	0
ENSSSCG00000043373	0	28	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000043374	0	0	0	0	0	0	1	0	0	0	0	0
ENSSSCG00000043375	0	0	0	0	0	0	30	3	1	5	0	0
ENSSSCG00000043376	0	0	0	0	0	0	0	0	0	1	0	0
ENSSSCG00000043377	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000043378	4	21	33	28	4	21	4	22	0	21	0	0
ENSSSCG00000043379	0	0	0	0	0	0	33	0	6	14	0	0
ENSSSCG00000043380	11	0	0	0	0	0	0	0	0	11	0	0
ENSSSCG00000043381	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000043382	7	9	0	0	0	0	0	0	0	2	0	0
ENSSSCG00000043383	0	5	0	0	0	0	0	0	2	0	0	0
ENSSSCG00000043384	0	0	0	0	0	0	2	0	0	16	4	0
ENSSSCG00000043385	0	0	0	0	0	0	7	0	0	5	15	0
ENSSSCG00000043386	13	28	48	0	0	0	27	7	20	17	0	0
ENSSSCG00000043387	0	0	0	0	0	0	0	0	0	3	0	0
ENSSSCG00000043388	1	0	27	0	0	0	7	0	0	5	0	1
ENSSSCG00000043389	0	0	0	0	0	0	0	0	0	8	0	0
ENSSSCG00000043390	16	14	17	9	45	6	17	2	5	1	38	8
ENSSSCG00000043391	8	0	0	1	27	0	0	34	18	6	2	0
ENSSSCG00000043392	0	0	0	0	0	0	0	0	0	0	1	0
ENSSSCG00000043393	0	0	0	0	0	0	0	0	0	3	0	0
ENSSSCG00000043394	0	11	0	0	0	0	2	0	2	29	9	0
ENSSSCG00000043395	3	0	6	0	17	0	0	0	0	11	9	0
ENSSSCG00000043396	0	0	0	0	0	0	0	0	0	3	0	0
ENSSSCG00000043397	0	0	0	0	0	0	0	0	8	0	1	0
ENSSSCG00000043398	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000043399	0	6	0	0	0	0	0	0	2	0	0	0
ENSSSCG00000043400	1	0	0	4	2	0	0	0	5	10	7	0
ENSSSCG00000043401	0	0	7	0	0	0	0	0	0	10	0	0
ENSSSCG00000043402	0	2	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000043403	6	0	0	0	0	0	3	0	2	6	0	0
ENSSSCG00000043404	0	0	0	0	0	0	10	0	5	8	0	0
ENSSSCG00000043405	0	0	0	0	0	4	0	0	1	5	0	0
ENSSSCG00000043406	0	0	0	0	1	0	1	0	1	1	0	0
ENSSSCG00000043407	0	0	0	0	0	0	0	0	0	2	0	0
ENSSSCG00000043408	0	0	0	23	41	0	6	40	0	4	0	5
ENSSSCG00000043409	0	0	0	0	0	0	6	0	0	0	0	0
ENSSSCG00000043410	0	0	5	6	0	0	3	0	8	0	0	0
ENSSSCG00000043411	0	5	0	0	0	0	0	0	0	0	3	0
ENSSSCG00000043412	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000043413	3	31	3	36	24	0	1	0	0	0	35	0
ENSSSCG00000043414	7	49	42	0	9	10	15	0	3	25	5	8
ENSSSCG00000043415	0	0	0	0	0	0	0	0	0	3	0	0
ENSSSCG00000043416	0	0	0	0	0	0	0	0	1	0	0	0
ENSSSCG00000043417	3	6	0	0	0	0	9	0	2	25	21	0
ENSSSCG00000043418	2	15	34	24	29	0	39	0	21	3	0	0
ENSSSCG00000043419	0	0	0	0	0	0	0	0	0	3	0	0
ENSSSCG00000043420	1	0	0	0	1	17	0	11	0	9	0	0
ENSSSCG00000043421	0	0	0	0	0	0	0	0	2	0	0	0
ENSSSCG00000043422	0	0	23	0	0	0	5	0	19	4	0	0
ENSSSCG00000043423	2	0	0	0	0	0	6	0	1	6	12	0
ENSSSCG00000043424	20	2	0	0	0	0	6	0	0	2	0	0
ENSSSCG00000043425	0	10	0	18	0	0	3	0	0	10	3	0
ENSSSCG00000043426	0	0	0	0	0	0	0	0	0	3	0	0
ENSSSCG00000043427	12	16	0	0	0	0	4	0	0	0	8	9
ENSSSCG00000043428	0	0	0	0	0	0	0	0	0	9	0	0
ENSSSCG00000043429	1	2	0	0	0	0	4	0	0	7	2	0
ENSSSCG00000043430	0	4	0	0	0	0	5	0	0	10	1	0
ENSSSCG00000043431	0	0	36	13	0	0	0	0	2	0	0	0
ENSSSCG00000043432	0	17	0	0	0	0	32	0	0	18	0	0
ENSSSCG00000043433	0	0	0	0	0	0	0	0	0	1	0	0
ENSSSCG00000043434	1	0	21	15	4	0	5	8	32	11	0	0
ENSSSCG00000043435	2	44	0	0	0	0	20	0	0	0	3	0
ENSSSCG00000043436	0	1	1	0	0	0	5	0	0	1	0	0
ENSSSCG00000043437	0	0	3	0	0	0	13	0	13	3	0	0
ENSSSCG00000043438	10	0	7	0	13	0	27	6	0	0	7	36
ENSSSCG00000043439	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000043440	0	0	1	0	0	0	0	0	0	0	9	4
ENSSSCG00000043441	0	0	0	0	0	0	0	0	20	0	0	0
ENSSSCG00000043442	0	0	0	0	0	0	0	0	2	0	0	0
ENSSSCG00000043443	0	0	0	11	0	0	6	0	2	7	0	0
ENSSSCG00000043444	0	0	0	0	0	0	0	0	5	3	0	0
ENSSSCG00000043445	0	19	0	0	0	0	0	0	1	0	0	0
ENSSSCG00000043446	0	0	0	14	0	0	0	0	0	1	0	0
ENSSSCG00000043447	16	15	1	62	8	0	17	1	3	11	0	4
ENSSSCG00000043448	8	0	0	0	11	0	12	0	0	8	2	0
ENSSSCG00000043449	15	10	3	2	9	28	0	0	0	1	9	8
ENSSSCG00000043450	4	2	0	0	6	0	7	0	34	9	0	0
ENSSSCG00000043451	0	0	0	1	5	9	0	0	2	3	0	0
ENSSSCG00000043452	1	0	2	0	0	13	0	0	0	0	0	0
ENSSSCG00000043453	0	0	0	0	0	0	0	1	1	2	14	0
ENSSSCG00000043454	0	6	52	45	7	0	6	0	29	23	0	0
ENSSSCG00000043455	0	0	4	0	0	34	39	0	0	9	41	0
ENSSSCG00000043456	0	1	43	0	0	0	8	0	0	8	10	0
ENSSSCG00000043457	4	0	0	0	0	0	0	0	0	1	0	0
ENSSSCG00000043458	2	0	0	0	4	23	0	0	3	11	0	0
ENSSSCG00000043459	0	0	0	0	0	0	0	0	6	8	0	0
ENSSSCG00000043460	0	1	7	0	0	0	5	0	17	2	0	9
ENSSSCG00000043461	0	5	8	0	0	0	3	21	0	5	0	0
ENSSSCG00000043462	0	0	0	0	0	0	58	0	1	0	0	0
ENSSSCG00000043463	8	0	3	0	0	0	5	0	14	11	0	0
ENSSSCG00000043464	0	0	0	2	0	1	0	0	0	5	0	0
ENSSSCG00000043465	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000043466	0	0	45	0	0	0	0	0	0	0	0	0
ENSSSCG00000043467	0	0	0	0	0	0	37	0	0	10	10	5
ENSSSCG00000043468	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000043469	0	0	0	0	0	1	0	0	0	7	0	0
ENSSSCG00000043470	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000043471	10	7	0	14	22	11	2	15	0	1	2	0
ENSSSCG00000043472	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000043473	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000043474	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000043475	0	8	0	0	0	0	3	0	2	1	0	0
ENSSSCG00000043476	13	0	17	0	2	0	0	0	0	7	0	0
ENSSSCG00000043477	13	1	0	0	0	0	1	0	2	15	0	0
ENSSSCG00000043478	1	0	0	0	1	0	0	0	0	0	0	1
ENSSSCG00000043479	6	0	0	0	0	6	15	0	9	0	0	0
ENSSSCG00000043480	0	0	0	5	1	0	2	0	6	0	0	0
ENSSSCG00000043481	0	0	2	0	0	0	0	0	0	2	0	0
ENSSSCG00000043482	0	0	0	0	0	0	5	0	0	1	0	0
ENSSSCG00000043483	0	0	0	0	0	0	0	0	3	3	0	0
ENSSSCG00000043484	0	0	0	0	0	0	4	0	0	0	0	0
ENSSSCG00000043485	5	0	0	0	0	0	0	0	0	1	0	0
ENSSSCG00000043486	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000043487	6	0	0	19	6	0	7	24	0	1	0	0
ENSSSCG00000043488	1	0	0	0	0	0	0	1	9	2	1	0
ENSSSCG00000043489	1	0	2	8	1	0	1	2	2	3	2	0
ENSSSCG00000043490	21	0	39	12	28	0	0	8	0	2	19	0
ENSSSCG00000043491	0	0	0	0	0	0	0	0	26	0	0	0
ENSSSCG00000043492	0	0	0	0	0	0	35	0	0	16	0	0
ENSSSCG00000043493	0	0	0	0	0	0	17	0	0	2	0	0
ENSSSCG00000043494	4	22	2	24	0	17	15	14	0	0	0	0
ENSSSCG00000043495	0	0	0	0	0	0	36	0	3	8	15	0
ENSSSCG00000043496	0	0	12	0	3	0	25	5	6	0	9	46
ENSSSCG00000043497	0	0	0	0	0	0	0	0	0	7	0	0
ENSSSCG00000043498	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000043499	0	0	0	0	0	0	0	0	0	4	0	0
ENSSSCG00000043500	14	20	0	0	0	0	3	0	2	15	0	9
ENSSSCG00000043501	6	0	0	0	0	0	0	0	3	0	0	0
ENSSSCG00000043502	0	0	0	0	0	0	0	0	27	13	0	0
ENSSSCG00000043503	27	3	25	6	9	0	19	23	16	11	17	0
ENSSSCG00000043504	0	0	0	0	0	0	5	0	0	0	0	0
ENSSSCG00000043505	0	5	0	0	0	0	20	0	0	4	0	0
ENSSSCG00000043506	0	0	0	0	0	0	13	0	0	0	0	0
ENSSSCG00000043507	0	0	0	0	0	0	3	0	0	0	0	0
ENSSSCG00000043508	0	2	0	0	0	0	1	0	2	11	0	0
ENSSSCG00000043509	0	1	0	0	0	0	0	0	16	1	0	0
ENSSSCG00000043510	0	0	1	0	0	0	3	0	0	1	0	0
ENSSSCG00000043511	1	0	0	0	0	0	6	0	0	4	0	4
ENSSSCG00000043512	4	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000043513	0	1	0	8	5	17	0	0	0	21	1	0
ENSSSCG00000043514	15	0	0	0	0	0	0	0	3	2	0	0
ENSSSCG00000043515	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000043516	29	0	37	0	35	1	8	8	1	2	18	5
ENSSSCG00000043517	0	0	14	0	0	0	13	0	6	0	0	0
ENSSSCG00000043518	0	0	0	4	0	0	9	0	2	2	0	0
ENSSSCG00000043519	0	0	0	0	0	0	0	13	2	3	20	31
ENSSSCG00000043520	0	0	0	0	0	0	4	0	0	0	0	0
ENSSSCG00000043521	0	0	0	0	0	0	7	0	0	4	0	0
ENSSSCG00000043522	20	0	0	0	0	0	20	0	0	9	0	0
ENSSSCG00000043523	4	14	2	10	5	0	0	0	3	9	5	0
ENSSSCG00000043524	0	13	0	0	0	0	35	0	0	14	0	0
ENSSSCG00000043525	0	0	0	0	0	0	20	0	0	1	0	0
ENSSSCG00000043526	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000043527	0	0	0	2	0	0	0	0	1	0	0	5
ENSSSCG00000043528	0	0	0	0	0	0	0	0	0	2	0	0
ENSSSCG00000043529	0	9	0	0	0	2	4	0	10	29	8	0
ENSSSCG00000043530	0	0	2	0	1	0	0	0	8	12	0	0
ENSSSCG00000043531	0	4	0	0	0	2	0	0	0	21	0	0
ENSSSCG00000043532	0	6	0	0	0	0	16	0	15	9	1	0
ENSSSCG00000043533	0	0	0	0	0	0	3	0	0	3	0	0
ENSSSCG00000043534	4	0	0	0	0	0	6	0	0	1	0	0
ENSSSCG00000043535	7	0	0	0	0	0	0	0	0	13	8	0
ENSSSCG00000043536	0	1	0	0	0	0	0	5	0	1	0	0
ENSSSCG00000043537	0	0	15	0	0	0	3	0	48	6	17	14
ENSSSCG00000043538	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000043539	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000043540	0	13	0	0	0	0	27	0	9	10	0	0
ENSSSCG00000043541	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000043542	8	0	0	0	0	0	12	5	0	0	0	0
ENSSSCG00000043543	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000043544	0	1	45	0	0	0	0	0	0	10	0	0
ENSSSCG00000043545	0	0	0	46	0	2	8	0	6	15	0	0
ENSSSCG00000043546	5	0	0	0	0	0	0	0	0	4	0	0
ENSSSCG00000043547	0	0	0	0	2	0	0	0	0	6	0	0
ENSSSCG00000043548	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000043549	9	0	0	0	0	0	0	0	0	6	0	0
ENSSSCG00000043550	3	0	0	0	0	0	8	0	0	3	1	0
ENSSSCG00000043551	1	0	2	0	0	0	0	0	0	0	0	0
ENSSSCG00000043552	0	2	25	0	0	0	0	0	0	4	0	0
ENSSSCG00000043553	4	18	0	0	0	0	0	0	1	7	7	0
ENSSSCG00000043554	0	0	2	0	0	0	3	0	0	1	0	0
ENSSSCG00000043555	0	0	21	0	0	0	31	0	1	5	0	0
ENSSSCG00000043556	2	1	0	12	6	0	7	0	0	17	0	0
ENSSSCG00000043557	1	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000043558	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000043559	0	0	0	0	0	0	0	0	0	2	0	0
ENSSSCG00000043560	0	7	0	0	0	0	0	40	5	0	3	0
ENSSSCG00000043561	1	3	0	0	0	0	18	1	0	6	0	0
ENSSSCG00000043562	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000043563	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000043564	0	0	0	1	0	0	0	0	0	8	0	0
ENSSSCG00000043565	0	17	0	0	0	0	10	0	0	26	0	0
ENSSSCG00000043566	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000043567	0	0	0	0	0	0	0	0	0	1	0	0
ENSSSCG00000043568	14	0	0	0	0	0	6	0	0	14	8	0
ENSSSCG00000043569	0	31	0	0	0	19	0	0	0	1	3	0
ENSSSCG00000043570	3	4	0	0	0	0	0	0	0	13	0	0
ENSSSCG00000043571	1	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000043572	0	0	0	0	0	0	0	1	2	0	0	0
ENSSSCG00000043573	13	0	3	20	0	0	33	0	2	0	11	11
ENSSSCG00000043574	0	0	6	0	0	0	3	0	0	4	0	1
ENSSSCG00000043575	0	4	5	5	0	0	16	0	14	0	0	0
ENSSSCG00000043576	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000043577	9	0	0	0	0	0	0	0	0	0	0	1
ENSSSCG00000043578	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000043579	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000043580	0	0	0	0	0	0	2	0	0	0	0	0
ENSSSCG00000043581	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000043582	0	0	0	0	0	0	0	0	1	1	0	0
ENSSSCG00000043583	0	0	0	0	0	0	0	0	0	13	0	0
ENSSSCG00000043584	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000043585	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000043586	1	0	0	0	0	0	0	0	0	8	0	0
ENSSSCG00000043587	0	0	5	0	0	0	17	0	0	4	0	0
ENSSSCG00000043588	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000043589	0	0	0	0	0	0	3	0	0	3	0	0
ENSSSCG00000043590	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000043591	0	0	0	0	0	0	3	0	0	0	0	0
ENSSSCG00000043592	0	16	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000043593	0	3	2	0	0	0	35	9	1	5	3	5
ENSSSCG00000043594	2	0	1	3	0	0	18	0	0	21	0	0
ENSSSCG00000043595	11	0	6	0	0	1	7	0	0	8	0	0
ENSSSCG00000043596	1	0	44	0	12	7	25	0	0	3	26	0
ENSSSCG00000043597	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000043598	0	0	0	0	0	0	2	0	0	0	0	0
ENSSSCG00000043599	16	0	0	0	0	0	1	21	15	11	0	0
ENSSSCG00000043600	0	14	0	0	0	0	19	0	6	11	0	0
ENSSSCG00000043601	0	0	0	0	0	0	17	0	8	5	0	0
ENSSSCG00000043602	0	0	4	0	0	0	4	0	0	10	6	0
ENSSSCG00000043603	21	0	0	2	0	0	27	0	2	3	0	0
ENSSSCG00000043604	247	106	173	301	447	78	104	74	23	40	153	156
ENSSSCG00000043605	0	1	0	0	0	0	37	0	5	4	10	5
ENSSSCG00000043606	1	0	0	0	0	0	0	0	0	1	0	0
ENSSSCG00000043607	0	0	0	0	0	0	0	0	13	3	0	0
ENSSSCG00000043608	3	0	0	45	1	0	0	0	0	22	0	0
