	A1	A2	A3	A4	B1	B2	B3	B4	C1	C2	C3	C4
ENSSSCG00000042206	16	18	9	10	16	38	13	17	10	14	5	3
ENSSSCG00000042207	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000042208	100	50	79	89	54	50	48	64	142	77	52	95
ENSSSCG00000042209	0	0	0	0	0	0	1	0	0	0	0	0
ENSSSCG00000042210	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000042211	2	1	0	1	0	5	0	4	0	1	2	2
ENSSSCG00000042212	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000042213	2	5	4	6	0	1	3	3	0	0	0	0
ENSSSCG00000042214	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000042215	0	0	1	0	2	0	0	0	0	2	0	0
ENSSSCG00000042216	0	1	0	1	0	0	0	0	0	0	0	0
ENSSSCG00000042217	1	1	1	0	0	0	0	0	1	0	0	0
ENSSSCG00000042218	0	0	0	0	0	0	0	0	1	0	3	0
ENSSSCG00000042219	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000042220	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000042221	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000042222	0	0	0	0	1	0	0	0	0	0	0	0
ENSSSCG00000042223	5	3	6	2	4	4	2	0	2	0	1	4
ENSSSCG00000042224	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000042225	0	1	1	0	0	0	0	0	0	0	0	0
ENSSSCG00000042226	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000042227	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000042228	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000042229	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000042230	0	6	5	9	0	0	2	21	0	0	1	0
ENSSSCG00000042231	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000042232	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000042233	76	63	29	52	30	9	32	11	10	13	4	21
ENSSSCG00000042234	1	3	6	1	1	3	1	4	2	1	3	0
ENSSSCG00000042235	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000042236	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000042237	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000042238	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000042239	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000042240	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000042241	0	0	1	0	0	0	0	0	0	0	0	0
ENSSSCG00000042242	0	3	0	1	0	2	0	1	0	0	0	2
ENSSSCG00000042243	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000042244	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000042245	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000042246	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000042247	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000042248	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000042249	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000042250	0	0	0	1	0	0	0	0	0	0	0	0
ENSSSCG00000042251	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000042252	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000042253	0	0	1	0	0	0	0	0	0	0	0	1
ENSSSCG00000042254	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000042255	0	0	0	0	0	0	0	0	0	0	0	2
ENSSSCG00000042256	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000042257	1	0	0	0	1	3	0	0	0	0	0	0
ENSSSCG00000042258	0	0	0	0	0	0	0	0	0	0	0	1
ENSSSCG00000042259	2	9	5	6	1	9	6	0	2	3	1	14
ENSSSCG00000042260	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000042261	0	1	0	0	0	4	0	0	1	0	0	1
ENSSSCG00000042262	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000042263	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000042264	0	0	1	1	0	0	2	0	0	0	0	2
ENSSSCG00000042265	0	0	2	0	0	0	0	0	0	0	0	0
ENSSSCG00000042266	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000042267	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000042268	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000042269	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000042270	11	20	0	22	9	63	0	14	7	15	0	6
ENSSSCG00000042271	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000042272	1	3	0	3	1	0	0	0	3	3	1	4
ENSSSCG00000042273	12	12	5	14	7	14	6	13	5	7	10	10
ENSSSCG00000042274	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000042275	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000042276	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000042277	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000042278	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000042279	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000042280	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000042281	0	0	1	6	0	0	0	6	0	1	1	0
ENSSSCG00000042282	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000042283	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000042284	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000042285	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000042286	0	0	0	0	0	0	0	0	0	0	0	1
ENSSSCG00000042287	5	3	0	9	0	0	2	0	16	7	6	3
ENSSSCG00000042288	0	0	1	0	0	0	0	0	0	0	0	0
ENSSSCG00000042289	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000042290	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000042291	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000042292	0	1	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000042293	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000042294	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000042295	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000042296	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000042297	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000042298	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000042299	0	3	5	5	0	0	4	0	1	0	1	2
ENSSSCG00000042300	1	4	0	0	0	0	0	0	0	0	1	0
ENSSSCG00000042301	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000042302	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000042303	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000042304	0	0	1	0	0	0	0	0	0	1	0	0
ENSSSCG00000042305	7	28	4	11	1	9	2	2	4	3	1	10
ENSSSCG00000042306	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000042307	0	0	0	0	0	0	0	0	0	0	0	2
ENSSSCG00000042308	0	1	0	0	0	0	3	2	0	0	0	0
ENSSSCG00000042309	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000042310	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000042311	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000042312	8	30	18	19	6	13	33	19	12	34	18	39
ENSSSCG00000042313	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000042314	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000042315	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000042316	0	0	2	0	0	0	0	0	0	4	0	0
ENSSSCG00000042317	0	2	2	3	0	1	0	6	3	1	0	0
ENSSSCG00000042318	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000042319	51	34	50	22	9	29	14	18	13	40	18	9
ENSSSCG00000042320	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000042321	1	4	5	7	1	0	9	7	0	0	0	1
ENSSSCG00000042322	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000042323	0	1	0	0	0	0	0	0	0	0	0	1
ENSSSCG00000042324	73	144	100	150	84	167	86	81	92	106	80	91
ENSSSCG00000042325	0	0	1	0	1	0	4	0	0	0	0	0
ENSSSCG00000042326	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000042327	1	27	17	17	5	15	2	16	5	12	8	6
ENSSSCG00000042328	12	2	17	8	10	12	9	7	5	23	12	1
ENSSSCG00000042329	1	0	0	1	0	0	1	5	0	0	0	0
ENSSSCG00000042330	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000042331	0	0	0	0	3	0	0	0	2	0	0	0
ENSSSCG00000042332	6	15	12	10	14	24	18	2	4	11	4	6
ENSSSCG00000042333	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000042334	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000042335	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000042336	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000042337	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000042338	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000042339	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000042340	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000042341	2	1	0	1	0	3	0	0	0	0	0	0
ENSSSCG00000042342	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000042343	4	1	9	7	2	0	0	0	2	2	0	1
ENSSSCG00000042344	0	3	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000042345	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000042346	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000042347	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000042348	0	1	0	2	0	1	0	1	0	0	0	1
ENSSSCG00000042349	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000042350	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000042351	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000042352	0	1	0	0	1	0	0	0	1	0	0	0
ENSSSCG00000042353	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000042354	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000042355	0	0	1	0	0	0	0	0	0	0	0	0
ENSSSCG00000042356	0	0	0	1	0	0	0	0	0	0	0	0
ENSSSCG00000042357	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000042358	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000042359	0	0	0	0	0	0	0	1	0	0	0	0
ENSSSCG00000042360	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000042361	0	0	1	2	0	0	0	0	0	0	0	0
ENSSSCG00000042362	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000042363	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000042364	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000042365	37	34	39	24	19	58	31	10	87	59	50	54
ENSSSCG00000042366	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000042367	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000042368	0	0	0	1	0	0	0	0	0	0	0	0
ENSSSCG00000042369	0	0	0	1	0	0	0	0	0	0	1	0
ENSSSCG00000042370	0	0	0	0	0	3	0	0	0	1	0	0
ENSSSCG00000042371	0	0	0	0	0	0	1	0	0	0	0	0
ENSSSCG00000042372	56	57	59	41	42	35	59	39	36	59	57	31
ENSSSCG00000042373	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000042374	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000042375	0	0	0	0	0	0	0	0	3	2	5	5
ENSSSCG00000042376	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000042377	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000042378	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000042379	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000042380	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000042381	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000042382	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000042383	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000042384	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000042385	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000042386	293	476	445	379	392	688	584	343	236	216	173	197
ENSSSCG00000042387	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000042388	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000042389	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000042390	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000042391	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000042392	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000042393	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000042394	0	0	0	0	0	0	0	0	0	1	0	0
ENSSSCG00000042395	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000042396	0	1	1	0	0	0	0	0	0	0	0	0
ENSSSCG00000042397	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000042398	0	2	2	0	0	0	0	0	0	0	0	0
ENSSSCG00000042399	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000042400	4	7	4	6	5	21	17	10	12	13	8	19
ENSSSCG00000042401	0	5	0	4	2	8	1	0	1	0	0	0
ENSSSCG00000042402	7	11	6	14	6	2	13	11	16	7	15	7
ENSSSCG00000042403	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000042404	0	0	0	0	0	0	3	0	0	3	0	0
ENSSSCG00000042405	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000042406	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000042407	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000042408	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000042409	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000042410	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000042411	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000042412	8	4	10	7	5	3	0	9	4	5	1	4
ENSSSCG00000042413	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000042414	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000042415	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000042416	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000042417	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000042418	2	0	1	0	0	0	0	0	3	0	1	2
ENSSSCG00000042419	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000042420	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000042421	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000042422	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000042423	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000042424	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000042425	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000042426	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000042427	0	0	1	0	0	0	0	0	0	0	0	0
ENSSSCG00000042428	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000042429	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000042430	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000042431	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000042432	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000042433	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000042434	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000042435	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000042436	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000042437	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000042438	0	0	2	0	0	0	0	0	0	0	0	0
ENSSSCG00000042439	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000042440	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000042441	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000042442	1	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000042443	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000042444	78	55	27	24	15	23	19	10	34	15	18	10
ENSSSCG00000042445	0	0	0	0	0	0	0	1	0	0	0	0
ENSSSCG00000042446	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000042447	0	0	0	0	0	0	0	1	0	0	0	0
ENSSSCG00000042448	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000042449	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000042450	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000042451	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000042452	0	0	0	0	1	0	0	0	0	0	0	0
ENSSSCG00000042453	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000042454	8	30	14	22	7	18	14	21	6	22	5	21
ENSSSCG00000042455	0	1	0	0	0	0	0	0	0	0	0	6
ENSSSCG00000042456	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000042457	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000042458	0	1	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000042459	0	0	0	1	0	0	0	0	0	0	0	0
ENSSSCG00000042460	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000042461	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000042462	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000042463	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000042464	66	45	45	33	25	24	37	29	37	44	54	48
ENSSSCG00000042465	3	0	3	1	1	2	0	1	3	2	3	1
ENSSSCG00000042466	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000042467	1	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000042468	2	5	2	1	1	8	1	5	0	3	0	2
ENSSSCG00000042469	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000042470	0	4	6	7	3	7	0	22	0	1	1	3
ENSSSCG00000042471	1	3	7	2	0	0	3	3	3	2	0	4
ENSSSCG00000042472	0	0	0	0	0	0	2	0	0	0	0	1
ENSSSCG00000042473	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000042474	1	1	2	2	0	0	2	5	2	2	7	1
ENSSSCG00000042475	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000042476	0	0	0	0	0	0	0	0	0	0	1	0
ENSSSCG00000042477	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000042478	0	1	0	1	0	3	0	0	0	1	0	1
ENSSSCG00000042479	0	1	3	0	1	4	1	0	0	0	0	0
ENSSSCG00000042480	3	5	8	3	1	14	10	6	5	7	0	2
ENSSSCG00000042481	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000042482	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000042483	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000042484	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000042485	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000042486	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000042487	6	6	5	2	6	12	0	3	1	6	4	2
ENSSSCG00000042488	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000042489	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000042490	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000042491	4	4	6	4	3	7	19	0	0	0	3	5
ENSSSCG00000042492	1	0	0	3	0	1	0	0	0	0	0	0
ENSSSCG00000042493	4	6	7	3	3	10	3	7	11	10	7	4
ENSSSCG00000042494	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000042495	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000042496	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000042497	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000042498	0	4	0	1	0	0	4	11	0	0	0	4
ENSSSCG00000042499	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000042500	0	0	0	0	0	0	0	0	0	1	0	0
ENSSSCG00000042501	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000042502	0	0	0	0	3	0	0	0	0	0	0	0
ENSSSCG00000042503	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000042504	10	10	52	20	4	19	36	15	0	12	0	27
ENSSSCG00000042505	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000042506	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000042507	0	0	0	0	0	0	0	0	0	4	0	0
ENSSSCG00000042508	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000042509	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000042510	0	1	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000042511	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000042512	1	0	2	1	0	0	1	0	1	1	0	0
ENSSSCG00000042513	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000042514	0	1	0	0	0	0	0	0	0	0	0	1
ENSSSCG00000042515	0	0	0	0	0	0	1	0	0	0	0	0
ENSSSCG00000042516	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000042517	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000042518	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000042519	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000042520	0	0	0	0	0	0	0	0	0	0	1	0
ENSSSCG00000042521	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000042522	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000042523	13	20	26	41	18	21	11	27	5	5	0	0
ENSSSCG00000042524	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000042525	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000042526	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000042527	1	0	2	0	0	0	2	0	0	0	1	0
ENSSSCG00000042528	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000042529	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000042530	0	0	0	0	0	0	0	0	0	1	0	1
ENSSSCG00000042531	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000042532	0	0	0	0	0	0	0	0	1	0	0	0
ENSSSCG00000042533	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000042534	5	7	7	11	11	9	7	13	1	4	1	8
ENSSSCG00000042535	0	0	1	0	2	0	0	0	0	0	0	0
ENSSSCG00000042536	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000042537	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000042538	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000042539	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000042540	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000042541	4	5	10	5	0	15	1	13	2	5	6	4
ENSSSCG00000042542	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000042543	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000042544	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000042545	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000042546	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000042547	0	0	3	0	0	0	0	0	0	0	0	2
ENSSSCG00000042548	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000042549	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000042550	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000042551	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000042552	1	1	0	1	0	0	0	2	3	0	2	3
ENSSSCG00000042553	0	0	0	0	0	0	0	0	1	0	0	0
ENSSSCG00000042554	0	1	0	0	0	0	0	0	1	0	0	0
ENSSSCG00000042555	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000042556	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000042557	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000042558	1	0	0	0	0	1	1	5	2	0	0	0
ENSSSCG00000042559	0	2	0	0	0	0	0	3	0	0	0	0
ENSSSCG00000042560	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000042561	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000042562	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000042563	3	2	1	1	0	6	0	5	0	1	2	1
ENSSSCG00000042564	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000042565	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000042566	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000042567	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000042568	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000042569	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000042570	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000042571	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000042572	85	145	87	197	86	188	94	174	139	162	187	181
ENSSSCG00000042573	0	1	0	2	2	3	0	4	62	17	24	47
ENSSSCG00000042574	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000042575	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000042576	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000042577	0	1	0	1	0	0	1	0	1	0	0	0
ENSSSCG00000042578	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000042579	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000042580	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000042581	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000042582	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000042583	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000042584	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000042585	0	1	0	1	0	2	3	0	0	0	0	1
ENSSSCG00000042586	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000042587	1	0	1	0	0	0	1	0	0	0	0	0
ENSSSCG00000042588	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000042589	64	54	23	41	52	21	15	20	0	2	0	2
ENSSSCG00000042590	0	0	0	0	0	0	0	0	0	2	1	0
ENSSSCG00000042591	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000042592	0	2	0	1	0	0	1	3	1	0	0	0
