	A1	A2	A3	A4	B1	B2	B3	B4	C1	C2	C3	C4
ENSSSCG00000002790	165	237	115	235	140	262	120	155	179	175	153	185
ENSSSCG00000002792	4	14	12	6	15	11	19	5	66	53	40	36
ENSSSCG00000002793	9	16	2	11	3	20	8	9	2	4	14	7
ENSSSCG00000002795	41	258	252	216	40	388	161	312	6	93	18	92
ENSSSCG00000002799	3180	4166	2954	4201	2258	3472	2408	2939	2048	2873	2561	3356
ENSSSCG00000002802	11	48	18	29	8	42	16	28	14	17	38	45
ENSSSCG00000002803	0	1	1	3	0	0	2	3	0	0	0	0
ENSSSCG00000002804	900	1302	688	1335	627	1040	551	906	538	520	467	801
ENSSSCG00000002805	34	58	33	95	49	93	35	119	107	92	107	99
ENSSSCG00000002806	2	56	54	105	23	32	58	190	3	8	2	6
ENSSSCG00000002807	40	82	41	54	19	75	34	31	51	58	61	58
ENSSSCG00000002808	36	82	33	80	37	78	46	63	59	55	46	57
ENSSSCG00000002809	0	1	0	0	1	0	0	0	6	2	1	3
ENSSSCG00000002811	0	0	2	0	0	0	3	0	1	0	0	0
ENSSSCG00000002812	33	60	59	148	93	97	38	155	1231	379	278	607
ENSSSCG00000002813	43	127	67	82	49	95	66	81	124	106	194	120
ENSSSCG00000002814	47	153	29	134	14	9	70	26	276	155	243	69
ENSSSCG00000002815	121	529	432	1170	91	375	632	1668	75	415	42	210
ENSSSCG00000002817	0	3	3	5	2	2	1	0	2	0	2	1
ENSSSCG00000002818	13	12	56	40	15	6	41	48	2	3	0	2
ENSSSCG00000002819	161	283	175	282	188	251	206	243	775	702	482	510
ENSSSCG00000002820	524	548	453	571	386	339	376	424	677	897	478	537
ENSSSCG00000002821	895	107	536	429	245	4	118	64	2	5	11	13
ENSSSCG00000002822	788	948	594	1125	546	875	605	893	499	502	493	498
ENSSSCG00000002825	3	37	52	68	5	18	99	80	0	10	0	0
ENSSSCG00000002827	0	1	0	0	0	0	0	2	1	5	1	4
ENSSSCG00000002828	357	518	311	346	315	498	330	227	96	447	117	277
ENSSSCG00000002829	417	695	723	826	243	720	597	1188	68	350	64	483
ENSSSCG00000002830	0	0	0	0	0	0	0	0	0	0	0	3
ENSSSCG00000002831	8	25	52	65	23	20	59	73	0	0	0	1
ENSSSCG00000002835	2	6	5	23	4	13	13	3	1	0	0	0
ENSSSCG00000002836	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000002838	2	11	28	23	2	16	17	34	1	9	6	8
ENSSSCG00000002839	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000002841	1829	1543	1290	1716	934	1275	955	1427	1377	1432	1350	1230
ENSSSCG00000002844	239	522	299	451	320	648	350	404	410	578	655	662
ENSSSCG00000002846	456	612	479	783	413	455	452	684	945	915	872	892
ENSSSCG00000002847	16	183	114	350	37	207	135	364	0	4	0	5
ENSSSCG00000002849	31	45	39	109	24	32	44	82	48	140	66	173
ENSSSCG00000002850	1	0	1	0	0	0	0	0	0	0	0	1
ENSSSCG00000002852	22	75	49	89	38	141	74	105	63	55	86	77
ENSSSCG00000002854	48	97	47	86	48	167	64	77	55	87	68	75
ENSSSCG00000002855	10	15	17	34	11	17	22	31	20	32	39	71
ENSSSCG00000002857	2	6	18	15	0	15	13	28	0	1	2	10
ENSSSCG00000002859	125	179	167	253	140	209	164	184	144	212	200	213
ENSSSCG00000002860	56	128	80	146	64	209	73	118	176	207	189	257
ENSSSCG00000002862	0	1	1	0	0	0	0	2	0	0	2	0
ENSSSCG00000002863	1	10	21	13	1	13	22	7	2	5	0	9
ENSSSCG00000002864	1	0	3	0	3	3	0	0	2	4	2	7
ENSSSCG00000002865	81	127	76	137	73	142	76	121	69	94	94	96
ENSSSCG00000002866	230	650	540	349	495	985	745	493	906	565	531	555
ENSSSCG00000002867	298	563	425	513	394	617	581	530	781	710	612	658
ENSSSCG00000002868	652	1234	870	564	986	2513	1198	1276	460	593	525	844
ENSSSCG00000002869	1467	1405	1042	1529	920	1100	858	1022	1038	1099	1087	1033
ENSSSCG00000002872	154	159	146	174	114	135	110	188	194	158	200	151
ENSSSCG00000002873	3119	1996	1684	2423	1519	1610	1611	1603	4409	4310	4545	4923
ENSSSCG00000002875	12	30	10	32	11	19	0	17	23	20	25	23
ENSSSCG00000002877	47	105	36	89	60	81	44	71	44	87	89	79
ENSSSCG00000002879	649	547	563	651	420	462	461	456	377	297	319	353
ENSSSCG00000002882	0	2	0	1	0	3	0	6	0	0	0	1
ENSSSCG00000002884	50	84	118	258	71	53	129	230	1	0	0	7
ENSSSCG00000002885	497	629	494	529	444	638	406	385	619	580	527	549
ENSSSCG00000002887	1	1	6	4	1	3	6	3	0	0	0	0
ENSSSCG00000002888	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000002891	5	14	3	4	4	4	0	0	1	0	5	2
ENSSSCG00000002893	348	303	251	115	372	401	245	162	480	751	316	641
ENSSSCG00000002895	494	917	505	935	354	762	388	705	299	340	306	364
ENSSSCG00000002898	163	167	138	164	107	128	80	135	134	151	116	156
ENSSSCG00000002901	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000002902	0	0	1	0	0	0	0	0	0	0	0	0
ENSSSCG00000002904	67	212	164	135	82	188	164	113	76	59	97	85
ENSSSCG00000002905	510	637	320	585	282	509	248	369	608	588	648	513
ENSSSCG00000002906	0	5	4	4	3	16	0	8	1	1	2	0
ENSSSCG00000002907	464	520	394	593	355	517	389	467	845	923	934	894
ENSSSCG00000002908	16	25	0	71	1	4	1	18	1	0	1	12
ENSSSCG00000002910	36	121	47	85	39	143	59	79	142	131	154	101
ENSSSCG00000002913	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000002915	0	0	4	5	0	0	1	2	0	0	0	0
ENSSSCG00000002916	3	4	12	11	8	8	7	22	319	116	559	224
ENSSSCG00000002917	267	338	376	388	198	242	388	230	803	383	556	303
ENSSSCG00000002918	18	52	26	23	7	64	24	6	134	150	186	161
ENSSSCG00000002919	2381	2812	1590	2392	1764	2357	1512	1028	3348	2787	3496	2598
ENSSSCG00000002921	10	38	54	29	33	47	46	46	58	40	49	30
ENSSSCG00000002923	57	138	131	100	40	114	114	70	79	110	92	121
ENSSSCG00000002926	100	145	123	149	111	158	115	144	276	202	309	224
ENSSSCG00000002927	0	1	0	0	0	3	0	5	1	1	1	0
ENSSSCG00000002929	0	0	0	0	0	0	0	2	0	0	0	0
ENSSSCG00000002930	18	39	45	65	21	69	37	40	11	9	15	20
ENSSSCG00000002931	23	76	62	64	30	87	90	54	49	30	40	36
ENSSSCG00000002932	34	87	52	75	44	139	61	60	20	13	23	20
ENSSSCG00000002933	8	17	8	9	8	26	21	2	6	11	7	2
ENSSSCG00000002935	12	41	25	33	19	57	28	20	11	14	9	18
ENSSSCG00000002937	16	35	25	33	20	45	20	28	7	7	7	7
ENSSSCG00000002938	10	21	9	21	8	41	0	10	8	2	21	3
ENSSSCG00000002941	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000002944	0	1	1	2	0	0	0	0	1	0	0	0
ENSSSCG00000002950	70	102	93	158	72	98	75	181	103	98	109	69
ENSSSCG00000002952	167	223	147	171	188	177	100	207	264	239	321	242
ENSSSCG00000002953	71	69	58	103	38	86	64	65	69	51	61	50
ENSSSCG00000002954	745	1059	734	1578	675	999	886	1545	681	846	880	586
ENSSSCG00000002955	46	65	75	87	32	38	59	60	23	20	16	129
ENSSSCG00000002957	98	37	34	50	29	24	28	28	15	9	11	7
ENSSSCG00000002959	69	59	44	64	23	47	48	45	92	78	115	74
ENSSSCG00000002960	380	550	275	632	183	373	188	194	411	302	456	334
ENSSSCG00000002962	403	795	398	650	391	780	353	410	611	643	710	790
ENSSSCG00000002963	1072	1494	1056	1302	594	1117	910	867	1158	1131	1014	1239
ENSSSCG00000002965	2762	3102	2564	4059	1904	1901	2292	3727	2073	1489	1563	1942
ENSSSCG00000002967	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000002968	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000002969	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000002971	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000002972	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000002977	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000002978	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000002980	0	0	0	3	0	0	0	0	0	0	0	2
ENSSSCG00000002983	0	12	29	8	0	0	70	9	1	0	0	2
ENSSSCG00000002986	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000002987	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000002988	9	26	15	22	7	25	16	20	4	8	5	4
ENSSSCG00000002989	397	557	378	542	268	418	311	446	1241	921	992	1205
ENSSSCG00000002990	0	0	4	6	0	2	0	1	2	0	2	2
ENSSSCG00000002991	0	0	0	1	0	0	0	0	1	0	0	0
ENSSSCG00000002993	33	1222	1390	1346	49	745	1616	1575	0	0	0	0
ENSSSCG00000002994	12	138	359	132	35	53	224	54	0	0	0	0
ENSSSCG00000002995	2	0	2	3	2	2	0	0	0	1	1	0
ENSSSCG00000002996	34	25	28	50	8	23	4	43	8	12	10	8
ENSSSCG00000002997	3	5	9	7	5	3	21	4	5	0	3	2
ENSSSCG00000002998	67	127	96	123	44	107	78	89	131	189	179	189
ENSSSCG00000003000	197	461	684	834	185	383	564	1161	92	137	154	120
ENSSSCG00000003006	0	41	12	89	5	18	68	102	0	0	0	0
ENSSSCG00000003011	0	0	1	0	0	0	0	0	0	0	0	0
ENSSSCG00000003013	50	52	34	49	11	33	26	54	91	65	70	94
ENSSSCG00000003015	24	64	28	77	28	53	47	45	99	134	127	102
ENSSSCG00000003016	158	220	130	258	109	194	114	194	305	222	286	257
ENSSSCG00000003017	5872	5000	4685	5142	4161	3677	3889	2456	3672	2726	2778	2851
ENSSSCG00000003018	35	33	19	42	25	21	31	14	42	58	43	70
ENSSSCG00000003021	235	396	399	280	156	419	286	294	397	364	426	365
ENSSSCG00000003022	4	13	16	17	4	9	13	16	28	20	48	34
ENSSSCG00000003024	6	15	22	19	9	23	18	22	13	10	21	20
ENSSSCG00000003030	2489	2132	1931	2395	1189	1564	1510	1513	1821	1629	1132	1649
ENSSSCG00000003035	461	504	357	633	290	419	310	406	413	452	410	446
ENSSSCG00000003037	137	138	108	188	92	189	91	196	101	92	83	91
ENSSSCG00000003038	4	16	16	14	2	15	9	4	0	1	3	4
ENSSSCG00000003040	7	4	7	4	4	4	11	4	28	29	35	42
ENSSSCG00000003042	1632	2159	1835	1928	879	1696	1646	1487	1625	1633	1348	1798
ENSSSCG00000003043	0	2	0	0	0	0	1	2	0	0	0	0
ENSSSCG00000003044	1	0	2	0	0	0	0	0	0	0	0	0
ENSSSCG00000003045	1	0	0	1	0	0	0	0	0	0	0	0
ENSSSCG00000003046	432	563	417	561	337	555	367	472	539	543	486	523
ENSSSCG00000003047	10	6	17	38	8	9	8	37	0	2	0	0
ENSSSCG00000003048	3	8	23	24	6	9	24	29	2	1	0	0
ENSSSCG00000003049	2	5	7	1	6	0	1	3	6	0	2	5
ENSSSCG00000003051	0	0	0	0	0	0	0	0	0	1	0	0
ENSSSCG00000003052	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000003053	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000003054	2	12	7	11	4	4	12	14	4	4	2	5
ENSSSCG00000003055	75	171	139	114	57	166	124	131	107	84	133	110
ENSSSCG00000003059	49	73	43	43	44	67	43	37	26	36	33	66
ENSSSCG00000003061	28	114	135	191	28	117	109	186	4	8	7	14
ENSSSCG00000003062	7	52	92	128	14	38	21	151	2	1	0	2
ENSSSCG00000003063	14	25	25	31	10	18	12	54	6	10	9	6
ENSSSCG00000003064	317	234	177	306	142	207	110	216	581	545	533	586
ENSSSCG00000003066	0	0	0	1	0	0	0	0	0	0	0	0
ENSSSCG00000003068	132	236	168	232	77	193	186	120	250	131	269	269
ENSSSCG00000003069	20	140	101	297	57	160	199	413	466	25	226	216
ENSSSCG00000003070	52	86	77	98	70	130	63	96	22	41	29	33
ENSSSCG00000003071	0	2	0	2	2	6	0	5	0	1	0	0
ENSSSCG00000003072	92	191	79	146	84	233	69	113	81	82	66	123
ENSSSCG00000003073	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000003076	2	6	1	3	2	3	2	3	0	0	1	0
ENSSSCG00000003077	2	11	7	9	1	13	3	22	1	0	0	0
ENSSSCG00000003078	5	6	5	27	11	7	2	26	0	0	0	0
ENSSSCG00000003079	1940	1530	1570	2470	1438	1465	1165	2667	591	608	370	471
ENSSSCG00000003080	6	7	6	14	3	5	5	21	2	1	0	0
ENSSSCG00000003081	13	25	40	19	6	9	11	20	10	8	19	2
ENSSSCG00000003083	4	19	23	36	10	14	11	33	0	0	0	1
ENSSSCG00000003085	655	740	543	737	564	613	407	650	881	774	942	574
ENSSSCG00000003086	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000003088	2256	8246	4994	2238	11752	17205	6766	3780	37480	27077	31557	31573
ENSSSCG00000003089	90	253	144	222	106	258	127	256	413	537	430	474
ENSSSCG00000003090	495	546	688	1038	444	392	804	1195	307	182	392	167
ENSSSCG00000003091	146	224	129	215	84	189	87	173	94	73	82	100
ENSSSCG00000003092	0	1	0	8	0	4	1	11	0	0	0	0
ENSSSCG00000003093	139	216	208	256	137	263	228	240	209	238	271	243
ENSSSCG00000003096	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000003098	123	239	148	274	134	184	153	228	280	262	329	243
ENSSSCG00000003100	76	101	110	118	41	89	110	110	78	62	75	72
ENSSSCG00000003101	1	4	18	11	1	4	8	8	3	1	1	7
ENSSSCG00000003102	0	1	0	0	0	0	2	0	0	0	0	0
ENSSSCG00000003103	25	72	42	64	21	48	17	59	6	10	16	13
ENSSSCG00000003104	918	861	772	1063	573	861	795	886	596	514	599	605
ENSSSCG00000003105	500	541	548	1065	289	632	595	1053	1178	1160	1429	1207
ENSSSCG00000003106	457	561	350	486	382	540	361	376	445	515	393	514
ENSSSCG00000003107	552	1005	625	1131	460	1022	590	1104	750	926	543	913
ENSSSCG00000003108	0	4	0	1	1	6	0	2	20	11	19	29
ENSSSCG00000003109	20	30	36	29	22	27	22	30	82	49	52	55
ENSSSCG00000003110	155	374	139	405	107	262	133	272	154	196	144	176
ENSSSCG00000003111	234	430	354	473	157	305	292	374	715	625	720	757
ENSSSCG00000003112	45	103	143	86	55	93	97	100	156	93	73	86
ENSSSCG00000003113	14	44	24	18	17	69	35	59	11	29	19	22
ENSSSCG00000003114	259	569	521	350	254	641	445	354	710	547	898	824
ENSSSCG00000003115	7	13	36	16	5	5	20	42	3	11	4	18
ENSSSCG00000003119	10	70	22	15	9	51	24	7	0	10	0	0
ENSSSCG00000003120	487	540	408	673	368	455	389	475	531	458	513	501
ENSSSCG00000003121	0	0	0	0	0	0	0	0	0	0	1	0
ENSSSCG00000003123	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000003124	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000003125	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000003126	0	0	0	0	0	0	0	0	0	2	0	0
ENSSSCG00000003128	88	134	134	138	77	105	103	100	163	174	206	278
ENSSSCG00000003129	1	7	8	2	2	20	1	6	6	8	13	6
ENSSSCG00000003131	0	2	0	0	0	2	0	0	2	2	0	1
ENSSSCG00000003132	517	571	452	713	414	658	420	581	578	572	612	619
ENSSSCG00000003133	1	2	6	0	1	0	0	0	0	2	0	0
ENSSSCG00000003134	37	78	76	129	37	93	46	137	116	109	174	150
ENSSSCG00000003135	3	19	10	25	6	28	7	33	8	5	8	3
ENSSSCG00000003136	403	573	524	577	282	473	462	652	458	327	572	366
ENSSSCG00000003137	52	100	114	76	53	106	88	59	120	101	184	101
ENSSSCG00000003139	519	747	558	560	811	1083	532	487	674	638	541	597
ENSSSCG00000003140	2	1	1	1	2	0	0	2	5	3	0	8
ENSSSCG00000003142	0	0	0	0	0	0	0	0	0	1	0	0
ENSSSCG00000003143	1	5	4	3	0	10	4	0	8	1	0	3
ENSSSCG00000003144	438	433	432	451	331	421	357	255	397	435	376	318
ENSSSCG00000003145	16	81	29	319	29	75	102	401	1	1	1	6
ENSSSCG00000003146	1	21	10	34	0	15	16	29	0	3	0	0
ENSSSCG00000003147	1	6	6	2	1	4	3	4	2	1	0	0
ENSSSCG00000003148	2	24	27	28	6	23	43	21	18	28	25	10
ENSSSCG00000003149	0	1	1	1	0	0	6	5	0	6	0	0
ENSSSCG00000003150	1	2	4	1	2	0	0	2	4	2	0	4
ENSSSCG00000003152	222	298	264	301	168	279	222	224	386	268	312	268
ENSSSCG00000003153	16993	22423	19602	13406	30270	42945	23693	17005	32192	21641	22264	22470
ENSSSCG00000003154	1202	404	440	497	398	181	333	257	797	679	706	637
ENSSSCG00000003155	2432	1917	3502	2659	1368	1796	2715	2292	2604	643	1582	744
ENSSSCG00000003156	1	6	13	5	2	3	0	8	0	0	0	2
ENSSSCG00000003157	4	13	5	8	6	4	1	7	7	4	13	6
ENSSSCG00000003159	0	2	2	2	1	0	0	4	2	1	2	0
ENSSSCG00000003160	3	5	2	2	3	9	3	5	6	1	4	0
ENSSSCG00000003161	5	16	8	26	17	23	10	24	6	8	10	14
ENSSSCG00000003165	5737	8014	6404	6867	3574	6933	5823	5011	5229	5788	5101	7193
ENSSSCG00000003168	18	33	32	34	20	33	23	27	42	66	56	71
ENSSSCG00000003169	75	132	84	125	93	150	68	111	111	132	154	132
ENSSSCG00000003170	2	1	4	1	0	4	12	1	1	1	1	0
ENSSSCG00000003171	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000003172	0	1	0	0	0	0	0	0	1	0	0	0
ENSSSCG00000003177	54	48	30	33	29	21	26	26	44	41	52	38
ENSSSCG00000003178	515	394	389	401	279	256	304	238	419	363	439	289
ENSSSCG00000003183	102	69	63	80	73	51	50	66	206	134	157	79
ENSSSCG00000003187	4257	4610	3272	4013	5153	5718	3400	4007	6727	7072	6887	8206
ENSSSCG00000003189	660	809	813	1022	435	639	669	742	958	965	910	1064
ENSSSCG00000003191	0	0	0	0	0	0	0	0	19	6	22	1
ENSSSCG00000003192	644	556	476	618	315	411	341	282	209	224	241	253
ENSSSCG00000003193	223	380	246	319	208	409	213	224	335	286	277	267
ENSSSCG00000003194	35	139	75	133	55	113	44	167	70	83	68	92
ENSSSCG00000003195	2638	2526	1844	2412	1271	1950	1274	1260	800	872	679	861
ENSSSCG00000003196	97	150	181	183	61	118	152	261	99	71	111	109
ENSSSCG00000003197	441	470	342	375	279	374	315	329	607	371	417	345
ENSSSCG00000003198	3	5	3	11	2	3	6	0	10	12	25	10
ENSSSCG00000003199	870	1057	811	1017	654	935	750	769	1201	1157	1135	1180
ENSSSCG00000003201	700	702	617	466	376	489	646	245	220	263	272	316
ENSSSCG00000003204	103	237	120	191	100	233	115	186	130	139	169	154
ENSSSCG00000003207	0	2	2	0	0	0	0	2	1	0	0	0
ENSSSCG00000003211	722	876	604	908	500	702	585	621	896	756	756	696
ENSSSCG00000003212	234	181	186	199	82	14	85	14	4	13	7	29
ENSSSCG00000003214	12	1	4	7	0	0	12	0	0	2	0	1
ENSSSCG00000003216	49	74	98	71	44	21	82	34	68	88	80	194
ENSSSCG00000003217	78	105	121	127	89	128	131	84	170	129	153	146
ENSSSCG00000003218	52	99	85	49	47	79	42	27	8	14	3	6
ENSSSCG00000003219	26	39	33	32	26	30	22	17	10	21	26	26
ENSSSCG00000003222	3	13	23	14	7	8	50	16	1	11	0	12
ENSSSCG00000003225	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000003227	1	0	0	0	0	0	1	0	0	0	0	0
ENSSSCG00000003228	0	5	1	0	0	5	0	7	1	0	0	1
ENSSSCG00000003229	1	3	2	2	0	3	5	8	5	2	0	5
ENSSSCG00000003230	5	4	4	4	6	6	3	1	6	10	5	17
ENSSSCG00000003231	903	900	822	589	1585	1451	1038	820	2532	2262	2477	2278
ENSSSCG00000003232	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000003233	159	44	39	75	49	61	19	31	20	26	17	4
ENSSSCG00000003234	4	0	1	1	0	0	0	0	0	0	1	0
ENSSSCG00000003235	39	40	34	21	50	43	28	15	46	53	41	28
ENSSSCG00000003236	362	868	340	640	153	563	401	140	438	405	140	190
ENSSSCG00000003238	3	2	6	11	6	1	3	4	1	0	0	0
ENSSSCG00000003239	0	1	11	4	1	4	14	2	6	49	1	27
ENSSSCG00000003240	4	3	3	5	1	12	2	8	0	5	2	1
ENSSSCG00000003241	15	43	33	45	19	43	22	32	7	10	17	9
ENSSSCG00000003247	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000003248	0	0	2	0	0	0	0	0	1	0	0	1
ENSSSCG00000003251	248	87	36	278	98	30	48	29	462	241	253	154
ENSSSCG00000003253	533	1184	771	1516	613	1169	731	1284	1732	1263	2304	1704
ENSSSCG00000003255	2	0	3	3	1	4	0	2	0	0	0	0
ENSSSCG00000003256	3	5	3	16	2	8	8	37	6	3	0	11
ENSSSCG00000003257	1	0	0	1	2	0	0	0	0	0	0	0
ENSSSCG00000003259	368	338	122	265	262	456	121	194	37	172	31	70
ENSSSCG00000003261	81	86	74	89	80	121	77	63	135	125	120	137
ENSSSCG00000003262	86	112	69	125	65	114	64	114	73	79	62	62
ENSSSCG00000003263	217	358	185	340	146	352	172	220	305	276	359	298
ENSSSCG00000003264	401	442	357	553	246	339	279	359	255	265	304	324
ENSSSCG00000003265	33	45	35	41	25	39	14	38	31	44	55	26
ENSSSCG00000003266	12	59	47	125	27	54	62	179	1	4	0	1
ENSSSCG00000003267	573	393	304	446	427	329	354	308	337	290	359	285
ENSSSCG00000003268	51	87	70	89	51	98	68	96	73	70	94	56
ENSSSCG00000003269	27	70	45	77	36	61	62	74	42	22	36	15
ENSSSCG00000003271	13	18	17	6	16	13	13	6	12	9	32	4
ENSSSCG00000003272	9	32	11	54	6	13	8	6	0	10	3	2
ENSSSCG00000003275	8	32	1	11	3	61	0	0	5	7	0	0
ENSSSCG00000003277	0	1	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000003278	107	1999	71	1359	99	2336	59	780	606	2157	868	1477
ENSSSCG00000003282	186	161	67	285	156	99	60	149	43	92	43	106
ENSSSCG00000003284	2	6	0	13	2	0	6	0	945	65	1188	77
ENSSSCG00000003286	6	8	1	11	15	9	11	3	6	5	21	9
ENSSSCG00000003288	15	96	42	104	28	64	32	64	91	113	84	95
ENSSSCG00000003289	20	32	23	44	11	32	10	40	44	40	74	61
ENSSSCG00000003301	1376	1528	1155	1552	964	1313	982	1019	1542	1289	1525	1500
ENSSSCG00000003302	14	15	11	12	12	19	19	9	9	5	0	2
ENSSSCG00000003303	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000003306	0	0	1	0	0	0	0	0	0	0	2	0
ENSSSCG00000003307	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000003311	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000003314	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000003315	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000003317	42	107	59	90	65	124	57	113	125	67	89	61
ENSSSCG00000003318	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000003322	26	25	13	44	14	34	10	25	11	10	10	14
ENSSSCG00000003324	5	1	2	9	9	21	16	2	17	6	4	0
ENSSSCG00000003325	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000003326	8	14	39	21	8	31	28	50	0	2	1	14
ENSSSCG00000003329	37	70	93	65	33	86	79	77	45	44	34	69
ENSSSCG00000003331	18	19	20	14	14	13	13	4	2	9	3	17
ENSSSCG00000003332	1359	1431	1073	1486	1145	1430	929	1221	1778	1412	1622	1435
ENSSSCG00000003333	4	7	12	7	3	0	10	9	17	6	8	32
ENSSSCG00000003334	288	311	280	441	251	337	201	314	454	277	285	378
ENSSSCG00000003336	2	1	3	5	7	3	3	12	0	0	0	4
ENSSSCG00000003338	28	16	40	20	23	27	13	14	51	32	63	24
ENSSSCG00000003339	81	195	214	209	90	218	281	208	235	285	326	264
ENSSSCG00000003341	11	70	23	75	17	57	57	103	23	34	42	51
ENSSSCG00000003342	323	363	543	408	256	356	415	385	521	278	450	415
ENSSSCG00000003343	94	205	149	250	80	161	116	223	208	228	226	311
ENSSSCG00000003344	4	13	75	31	18	30	41	68	3	8	6	3
ENSSSCG00000003346	0	0	2	2	0	0	0	4	0	0	0	0
ENSSSCG00000003348	84	110	114	112	80	147	126	81	232	166	226	170
ENSSSCG00000003350	395	380	382	395	250	326	256	245	504	356	420	381
ENSSSCG00000003351	2	7	13	18	0	11	22	10	5	21	7	33
ENSSSCG00000003352	489	634	374	747	358	536	341	464	501	485	453	537
ENSSSCG00000003353	191	346	215	361	179	383	225	255	129	177	170	194
ENSSSCG00000003354	1526	1547	1657	1679	1139	1360	1502	1325	1442	1057	1134	1235
ENSSSCG00000003356	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000003357	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000003359	28	85	43	74	56	80	70	85	104	115	148	101
ENSSSCG00000003360	131	229	246	231	104	264	199	219	131	118	155	180
ENSSSCG00000003362	386	800	434	770	375	756	390	480	373	392	333	350
ENSSSCG00000003366	3	10	31	20	1	25	12	27	0	3	0	3
ENSSSCG00000003368	5	4	4	2	0	11	4	0	1	19	4	5
ENSSSCG00000003369	1258	1912	1602	1707	993	1801	1326	1315	1591	1847	1455	1963
ENSSSCG00000003370	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000003371	4	13	16	13	0	22	14	9	1	3	2	17
ENSSSCG00000003374	1	0	1	5	1	9	0	0	0	1	0	0
ENSSSCG00000003376	47	58	96	90	35	65	81	158	7	8	4	43
ENSSSCG00000003377	77	90	83	84	60	39	66	53	969	324	313	266
ENSSSCG00000003379	257	548	759	509	392	655	820	629	446	198	231	362
ENSSSCG00000003382	7	15	19	15	0	17	7	4	11	10	10	3
ENSSSCG00000003383	60	77	67	89	41	75	56	57	49	47	59	72
ENSSSCG00000003384	179	389	239	424	184	363	211	360	315	312	315	383
ENSSSCG00000003385	513	626	413	631	471	499	348	453	1189	1140	1286	1232
ENSSSCG00000003386	52	43	9	165	4	13	27	16	0	8	6	39
ENSSSCG00000003388	0	0	1	0	0	0	0	0	0	0	0	0
ENSSSCG00000003390	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000003391	0	28	5	31	0	8	38	40	0	0	0	0
ENSSSCG00000003393	44	69	65	100	44	36	71	83	231	123	240	186
ENSSSCG00000003395	124	309	257	287	86	238	289	112	177	344	192	340
ENSSSCG00000003396	203	445	563	777	212	519	463	864	143	98	225	139
ENSSSCG00000003398	184	328	185	329	126	242	207	282	232	316	301	323
ENSSSCG00000003399	0	1	2	0	0	0	0	0	0	0	2	2
ENSSSCG00000003400	18	37	33	30	13	13	10	36	56	51	97	44
ENSSSCG00000003401	1160	1549	1423	1716	1121	1542	1329	1635	2160	1588	1665	1763
ENSSSCG00000003402	843	1554	941	1373	738	1293	706	805	6301	5644	7064	5625
ENSSSCG00000003403	10	17	16	30	8	26	11	13	19	28	16	34
ENSSSCG00000003404	78	155	93	143	82	176	62	98	152	145	146	161
ENSSSCG00000003405	60	82	47	97	50	35	49	113	73	59	64	86
ENSSSCG00000003407	36	82	84	196	55	83	134	216	77	78	31	66
