NCBI_GeneID_pig,NCBI_GeneID_human,Ensembl_GeneID_pig,Ensembl_GeneID_human,geneName_pig,geneName_human,group,BvsA_log2FoldChange,BvsA_pvalue,BvsA_padj,Avg_norm_nose,Avg_norm_lung,A1,A2,A3,A4,B1,B2,B3,B4,C1,C2,C3,C4
100135040,3122,ENSSSCG00000001453,ENSG00000204287,HLA-DRA,HLA-DRA,A,-0.09167503,0.7845387,0.97515114,717.4989,482.841328,690.354015,138.141807,538.865381,629.998541,1790.43913,245.809457,143.023453,1563.35941,81.4802944,52.8454672,967.875829,829.163721
100135031,3133,ENSSSCG00000001229,ENSG00000204592,SLA-3,HLA-E,A,0.05001747,0.85861053,0.99131615,3843.87385,2893.6983,4641.46512,1920.17112,5226.20175,4422.93496,6214.96054,1121.98742,490.456532,6712.81338,741.416719,218.511813,4970.17318,5644.69149
100037921,3120,ENSSSCG00000001457,ENSG00000232629,SLA-DQB1,HLA-DQB2,A,0.3959136,0.25819954,0.78725295,666.428335,660.777137,451.211775,202.607984,460.941221,792.532411,1790.43913,181.573536,148.08623,1304.03439,142.995219,38.1661708,1289.95613,1171.99103
100513863,114132,ENSSSCG00000022906,ENSG00000142512,SIGLEC10,SIGLEC10,I,-1.101994461,0.103222053,0.591209724,45.5866739,13.20652493,51.13733448,29.47025221,6.603742416,51.78070197,127.0990744,38.54155253,17.08687273,42.9738605,6.475255184,2.097042349,16.34925387,27.9045483
100515209,27181,ENSSSCG00000031916,ENSG00000105366,SIGLEC13,SIGLEC8,I,-1.01908127,0.453016887,0.890841627,38.10036665,6.852324445,15.04039249,0,0,15.82188116,176.8334948,0,17.08687273,80.02029196,5.396045987,1.677633879,16.34925387,3.986364043
100514653,946,ENSSSCG00000003236,ENSG00000105501,SIGLEC5,SIGLEC5,I,-0.610440097,0.439038151,0.883526209,51.89511571,28.72727647,24.06462799,40.52159679,1.320748483,129.4517549,64.47054498,26.5508473,39.86936971,88.91143552,5.396045987,6.291127047,47.41283623,55.80909661
397623,6614,ENSSSCG00000007146,ENSG00000088827,SIGLEC1,SIGLEC1,I,2.879412341,1.14E-05,0.000687214,137.9526061,508.6804458,39.10502048,44.20537832,5.282993933,92.05458128,769.9625087,22.26845257,24.04819125,106.6937226,176.9903084,59.97541118,964.6059785,833.150085
554303,56477,ENSSSCG00000016871,ENSG00000151882,CCL28,CCL28,B,-3.531037904,0.005497518,0.097875714,77.96603211,2.198180872,15.04039249,20.2607984,14.52823332,79.10940579,198.9376817,277.4991782,18.35256701,0,0,4.194084698,3.269850774,1.328788014
448797,6366,ENSSSCG00000038162,ENSG00000137077,CCL21,CCL21,B,-3.295616466,0.011364518,0.162031102,46.11895941,2.386003975,40.60905973,3.683781526,0,159.6571644,130.7831055,11.99070523,0,22.22785888,0.539604599,0.41940847,3.269850774,5.315152058
414372,729230,ENSSSCG00000024311,ENSG00000121807,CCR2,CCR2,B,-2.94368716,0.000654541,0.019272602,111.5552231,5.296268537,97.76255121,1.841890763,14.52823332,110.7531681,355.5090052,25.69436835,19.61826129,266.7343065,1.079209197,2.935859288,6.539701549,10.63030412
100302703,6355,ENSSSCG00000040648,ENSG00000108700,CCL8,CCL8,B,-2.633735771,0.043550163,0.383954731,82.88429875,1.887977105,37.60098123,24.8655253,3.96224545,25.89035099,392.3493166,0,74.67596232,103.7300081,3.777232191,3.774676228,0,0
494464,6363,ENSSSCG00000010966,ENSG00000172724,CCL19,CCL19,B,-1.712797942,0.204138854,0.737361312,60.92788348,16.57075289,45.12117748,9.209453816,0,260.3418627,130.7831055,41.96746831,0,0,0.539604599,1.258225409,39.23820929,25.24697227
414371,1234,ENSSSCG00000024344,ENSG00000160791,CCR5,CCR5,B,-1.524135318,0.017691633,0.218352619,112.3926534,23.58558028,174.4685529,53.41483213,15.8489818,69.04093596,419.9795502,35.97211569,56.32339531,74.09286293,7.014859783,6.291127047,63.7620901,17.27424419
397422,6347,ENSSSCG00000017723,ENSG00000108691,CCL2,CCL2,B,-1.037355541,0.340288617,0.84613589,59.3051229,23.75033098,42.11309898,1.841890763,0,43.15058498,222.8838841,73.65718927,6.328471383,84.46586374,1.079209197,4.613493168,86.65104552,2.657576029
733623,2826,ENSSSCG00000017392,ENSG00000184451,CCR10,CCR10,B,-0.140451342,0.914839951,0.996838371,16.28578665,11.57068407,27.07270649,12.89323534,9.245239383,10.06846983,58.94449827,2.569436835,9.492707074,0,0,3.774676228,42.50806007,0
100516223,6358,ENSSSCG00000034722,ENSG00000276409,CCL14,CCL14,B,0.125295045,0.94079588,0.996838371,23.2766592,25.25381773,0,0,0,63.28752463,86.57473184,0,17.08687273,19.26414436,1.618813796,2.935859288,96.46059785,0
100524265,10563,ENSSSCG00000036445,ENSG00000156234,CXCL13,CXCL13,C,-7.498499278,3.18E-07,3.08E-05,67.54832038,0,82.72215872,2.762836145,13.20748483,1.438352833,139.9931834,51.3887367,22.14964984,226.7241606,0,0,0,0
494460,6387,ENSSSCG00000034973,ENSG00000107562,CXCL12,CXCL12,C,-3.026356211,1.55E-05,0.000905047,263.0805514,8.587232864,181.9887492,29.47025221,81.88640596,779.5872352,751.542353,85.64789451,67.08179666,127.4397242,9.173278177,5.452310107,13.0794031,6.643940072
100135681,4283,ENSSSCG00000032777,ENSG00000138755,CXCL9,CXCL9,C,-1.502011557,0.236671076,0.762081419,59.32572404,7.802391649,34.59290274,0,0,244.5199815,34.99829585,4.282394725,5.062777106,151.1494404,8.09406898,0.83881694,19.61910465,2.657576029
396880,3576,ENSSSCG00000008953,ENSG00000169429,CXCL8,CXCL8,C,-0.345360639,0.785343942,0.975442354,31.68589547,22.35960412,10.52827475,22.10268916,25.09422118,0,1.842015571,6.85183156,19.61826129,167.4498702,0,4.194084698,8.174626936,77.06970484
